0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
2	50	157	347	70	589	101	112	602	862
15	11	330	155	195	230	369	806	727	715
53	202	206	29	300	574	1612	197	719	417
24	27	30	265	46	191	57	633	476	88
63	25	346	254	413	265	91	324	291	178
52	48	11	347	301	811	182	875	3107	111
69	123	110	43	66	761	728	248	1227	441
15	415	34	451	187	557	83	1160	46	410
37	225	200	27	379	254	152	775	929	666
25	139	13	189	423	629	1725	658	739	803
96	7	91	25	322	87	400	874	860	867
22	132	178	466	419	849	145	2220	469	2345
18	48	52	29	308	131	914	896	264	232
48	91	190	558	60	546	1120	458	879	96
47	19	232	336	350	387	112	871	888	239
90	71	23	42	52	37	111	40	118	668
31	13	101	288	230	583	797	75	450	1162
919	69	293	155	377	328	261	704	1674	229
2	169	58	31	980	220	86	62	107	851
18	109	183	339	320	568	539	212	370	173
87	96	17	238	257	544	736	101	187	1470
271	28	172	26	111	472	62	797	735	718
169	288	125	39	225	50	372	339	816	550
140	132	12	30	449	77	664	372	458	272
147	181	494	286	611	425	199	170	212	267
6	90	292	149	345	44	4625	93	85	786
11	165	287	296	193	719	795	208	379	2179
17	62	87	147	190	129	573	210	302	596
18	44	32	428	121	825	426	662	139	115
309	23	6	391	255	75	81	89	495	956
10	101	25	80	299	150	795	452	187	1236
34	37	349	322	1371	365	538	108	111	436
11	33	11	95	137	274	545	619	218	1720
7	29	11	148	222	288	26	484	373	955
