1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
5	29	2	54	62	11	3	8	475	49
2	2	48	36	65	4	181	117	133	76
1	3	13	103	94	233	302	7	339	10
223	1	28	2	514	36	15	54	13	85
1	3	5	45	58	133	117	12	303	49
159	7	23	96	290	213	16	101	47	62
3	82	143	6	49	12	37	23	172	31
7	4	9	5	15	545	15	71	18	63
50	165	3	122	139	96	46	23	88	89
2	49	515	37	4	14	69	326	209	15
1	83	166	195	108	168	67	52	518	372
1	201	11	131	367	78	99	13	30	193
4	32	81	347	102	12	15	67	41	53
1	29	24	59	177	19	22	168	2	55
3	5	11	42	14	3	16	64	295	248
1	94	181	4	90	97	158	1150	69	16
91	26	51	13	53	56	20	8	7	603
5	5	669	4	1	83	23	315	123	70
2	1	255	14	51	168	41	13	1149	487
2	61	67	38	8	122	44	12	76	676
2	86	6	133	1276	13	974	17	603	528
1	32	21	2	7	34	17	50	15	80
1	3	6	178	6	1265	66	79	36	1008
1	55	13	144	131	6	376	4	24	29
756	5	8	3	688	14	71	17	535	20
1	4	13	81	6	356	67	128	5	48
37	5	760	17	140	37	315	280	32	52
2	6	1	25	18	189	13	23	190	42
138	241	18	492	16	7	12	2	59	247
1	26	166	22	89	9	24	363	256	163
57	284	27	62	49	33	9	31	26	72
2	1	24	46	45	457	86	77	64	13
46	2	3	12	59	32	22	11	18	63
2	75	7	4	7	129	33	313	210	80
81	1	23	217	22	38	83	15	55	317
205	76	13	26	19	7	179	370	650	232
28	71	6	29	7	72	269	47	997	44
1	41	4	75	5	30	19	21	2	77
2	32	1	11	640	17	34	438	10	135
1	14	9	12	13	460	348	23	121	976
2	2	5	142	199	13	7	10	13	136
82	6	13	63	11	732	33	38	109	262
3	2	210	1	207	429	27	72	131	303
1	83	5	437	613	323	10	13	659	319
61	15	71	38	7	21	9	575	15	619
1	18	4	107	79	17	58	113	51	108
16	4	5	12	83	13	26	302	42	313
1	41	106	11	7	141	12	143	30	21
1	4	196	209	21	4	83	37	60	372
45	7	211	11	9	140	39	215	29	15
3	29	2	15	95	9	7	7	43	21
40	53	14	59	108	12	337	86	7	20
37	412	49	538	36	1	421	582	556	216
216	24	85	2	140	105	51	95	326	15
221	48	51	3	11	184	35	19	87	442
9	14	21	7	34	2	23	3	47	84
2	9	3	11	239	570	83	545	61	33
89	365	4	1	43	43	1	13	235	311
4	2	31	69	28	7	27	29	91	59
204	5	6	322	12	127	25	11	1721	152
1	28	45	32	179	279	236	325	228	114
1	5	3	5	66	13	7	312	5809	156
1	3	9	73	54	13	19	15	86	8
150	36	11	236	3	29	9	59	48	19
109	62	4	7	3	50	141	103	98	87
21	316	2	96	31	157	36	96	557	88
250	8	161	264	202	14	116	20	20	20
4	182	38	3	97	6	3	18	37	23
29	154	1	26	4	23	431	5	587	141
33	33	6	24	47	76	263	6	9	12
44	4	7	18	60	40	35	32	711	13
21	12	4	43	22	12	309	45	17	22
5	2	68	5	5	92	162	65	38	286
1	2	31	245	80	280	11	179	114	486
1	2	7	7	72	3	10	943	277	10
39	1	146	16	128	21	326	13	200	51
1	554	207	475	4	33	44	847	30	103
28	59	2	10	17	98	631	166	68	152
26	226	45	945	113	31	2	76	64	264
23	206	4	14	22	20	36	139	32	38
2	4	5	17	49	445	42	51	19	399
1	2	105	28	139	241	6	264	1	887
15	3	15	3	6	152	15	21	60	17
1	2	2	5	139	30	15	40	1980	47
1	18	63	5	43	653	128	17	5	9
1	3	7	38	49	6	205	19	378	183
212	22	3	301	154	65	9	230	124	82
1	4	52	46	20	35	737	55	54	763
74	67	93	3	52	261	71	39	23	313
208	3	175	4	7	78	201	29	430	149
1	446	229	9	8	53	24	18	66	368
1	5	3	2	11	22	122	20	237	13
1	18	208	31	11	4	81	26	64	247
2	52	3	8	13	6	55	5	223	797
62	32	3	114	545	265	99	38	49	35
1	58	17	11	10	53	12	24	6	161
1	59	1	9	16	16	490	31	13	632
1	11	383	11	18	141	9	403	2133	106
1	25	3	796	23	202	15	109	7	8
226	6	42	223	93	343	47	42	9	296
1	77	3	69	145	19	850	64	18	69
2	1	6	176	11	10	177	41	40	353
1	3	73	83	54	6	116	114	53	21
272	2	3	19	10	159	10	7	119	1999
3	1	41	26	62	44	170	235	56	30
79	4	48	149	4	109	18	81	235	905
1	4	3	12	78	13	9	23	42	34
1	77	3	24	287	20	79	127	21	106
1	398	104	350	13	99	41	829	62	6
12	72	233	14	5	21	467	162	117	52
3	65	7	87	81	5	53	166	89	38
230	5	6	22	12	49	52	37	113	4
47	269	3	28	201	245	91	86	12	19
2	117	28	84	90	7	242	71	9	19
137	2	14	66	6	25	108	153	15	11
1	56	2	98	69	359	75	8	14	544
109	15	3	52	10	288	272	20	42	48
75	5	2	149	22	10	93	71	42	6
102	345	28	2	27	34	19	9	55	4
1	1	125	19	16	34	392	155	16	35
2	4	34	32	4	10	15	224	251	187
3	8	4	6	13	5	12	354	30	111
1	1	16	15	3	135	84	472	101	22
2	3	11	42	9	124	70	60	34	135
1	2	215	4	929	124	126	257	17	74
1	6	3	761	258	34	6	28	27	39
14	8	131	2	572	30	16	1043	647	341
25	201	28	37	135	12	83	174	123	125
1	3	27	55	10	137	10	54	116	66
2	2	96	63	77	91	504	141	2	199
106	2	25	4	71	6	10	493	23	160
32	1	37	4	23	9	9	16	176	213
128	10	95	54	132	10	865	158	132	636
1	2	4	6	27	230	187	19	49	82
17	4	143	13	213	31	57	257	15	108
3	3	10	156	78	198	402	393	104	78
6	1	13	238	8	10	88	70	65	50
51	3	217	5	16	62	25	91	5	18
1	430	136	2	180	115	55	214	7	9
1	2	322	19	10	32	148	142	75	65
2	24	47	8	60	314	26	11	26	9
1	1	8	28	91	10	76	461	33	178
1	4	3	11	27	5	364	23	35	22
1	4	10	56	29	15	1522	113	56	81
1	5	343	8	44	6	119	7	11	10034
16	3	58	88	19	28	64	11	94	392
86	2	47	11	766	231	85	68	446	752
17	4	4	3	104	21	22	143	58	725
2	6	18	134	20	59	26	12	138	159
1	44	3	153	49	359	9	94	171	49
46	4	3	6	9	332	8	128	2086	12
1	6	38	105	17	204	10	186	21	106
4	156	6	62	3	266	5	67	113	440
2	7	11	72	26	75	9	250	561	18
148	3	298	8	35	193	171	7	34	39
65	705	15	164	7	63	178	9	161	21
3	2	9	18	33	9	17	20	390	111
1	45	78	183	10	15	2	123	62	93
204	399	6	152	4	12	15	9	41	15
1	50	10	36	40	9	33	160	20	15
2	9	548	5	5	317	9	99	12	21
27	110	553	994	119	15	39	40	38	306
1	2	16	13	14	9	155	13	59	64
1	15	89	7	133	415	23	253	157	47
105	26	5	27	268	16	44	17	282	540
2	8	2	7	68	63	30	37	64	26
14	2	65	20	340	17	285	48	435	121
3	3	7	7	210	11	29	96	14	92
1	47	3	3	427	20	22	42	16	740
2	1	815	62	183	13	4	18	19	136
48	157	2	27	37	16	10	255	62	61
4	49	14	4	9	155	44	58	37	52
2	4	188	3	16	68	125	15	69	1085
13	1	40	18	131	32	490	9	25	21
1	1	198	4	47	19	89	22	29	46
1	9	50	66	550	28	93	88	84	25
1	41	83	30	15	190	475	10	68	13
25	2	4	311	7	11	49	28	600	103
4	2	9	5	87	19	43	40	264	55
17	22	116	64	20	18	245	8	133	151
2	3	95	12	156	64	44	84	91	29
3	14	3	18	8	4	15	33	43	15
