0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
489	2956	4745	1551	3689	5439	8633	7110	4286	14114
311	2199	3480	5757	7530	5924	4550	6720	9911	7952
3369	2677	3373	4549	4757	4827	22235	9916	11696	11908
411	1377	2432	2874	13024	2458	5725	12143	9114	14497
1178	2676	3666	1920	10701	10224	7921	8274	3498	4197
2175	1978	5757	6299	7222	2925	11423	7502	5591	11307
1004	2557	4301	7265	5586	5596	7301	3205	7515	12309
732	1677	2524	2893	1122	4710	9833	2073	4017	9668
1938	1723	2453	3489	2435	4613	8805	9103	10277	12292
1426	1680	5016	4601	7406	4166	12594	6288	10485	18531
522	2556	3272	4965	3219	5454	8534	7863	5125	3828
1189	2054	4474	5239	4083	5209	8360	6472	13498	6713
896	877	3420	7150	2798	2413	3195	3793	3977	9139
1842	2194	3796	2731	4377	8135	6765	6917	11481	11780
1712	2453	4744	5103	5955	5024	12638	8681	2564	7794
385	2573	3701	5386	5260	4022	3013	7695	5944	11383
1521	7955	3233	6463	3499	8442	6219	5456	25042	12552
1679	2431	2198	2845	15697	5346	5046	10169	4600	7208
1469	2068	3958	7092	5422	5893	5473	8240	6986	24133
1019	1327	2616	3583	5766	3597	4443	12416	3962	4202
647	2842	5390	3440	4844	7879	7188	9043	3586	10798
628	663	3379	6480	3990	6046	7377	9864	4934	11372
1329	2240	3400	3302	3980	4386	9566	10582	6754	6813
1045	1611	3347	6738	5640	18190	8791	11055	8615	9276
778	2124	5434	6477	9380	6298	3693	10055	17575	12042
2169	2815	1968	2774	2829	4035	4858	7202	20225	7853
848	2726	5117	5508	5762	8546	8406	5171	3007	7717
1438	2898	1822	7122	2258	5702	5996	7773	7905	10613
2901	1555	2530	1832	6280	6449	5506	9775	28267	4468
1280	3914	2437	6856	4487	3450	6494	4663	6030	4083
1306	2356	3217	18139	3360	3516	2446	7972	7790	9211
609	1065	7374	4713	5743	6055	7984	10628	5825	24999
1547	1955	5284	4262	6858	5672	5859	24524	7570	4920
419	2888	3629	7660	6325	5167	8137	7600	10229	27571
2292	2757	2723	3360	6460	4343	3957	6589	10391	4693
