0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
201	1508	1159	1932	3928	8791	1878	2983	8154	6371
329	2127	3164	4585	3136	4327	2850	2771	1766	4604
194	131	1138	59	2070	6048	1320	12991	6312	13528
1846	3096	2340	533	1549	6845	4076	2066	3811	21709
862	834	957	2054	2028	2088	3488	4612	4762	2318
689	90	1491	1290	2932	1112	9198	5881	2340	10247
745	593	2191	964	5435	6071	3453	13068	4172	8143
295	785	1548	1173	3667	11435	8917	4390	6807	7586
1004	2328	761	3531	4382	6157	4697	7060	3066	5287
492	357	1970	1740	15341	4217	5341	5152	2042	4926
660	1748	323	2089	2116	5263	5988	3540	2409	8555
1047	246	688	1257	1400	1607	1678	6454	1668	8006
9	892	1037	3712	2014	2253	4961	6753	2802	7747
656	1621	1972	2435	1686	10914	3673	2745	4665	4902
574	917	4546	3030	5771	2583	24549	4975	7493	7016
1748	1268	934	1217	3606	4805	2160	3119	4712	4904
2497	1398	3797	1756	4882	3605	3205	3198	7172	8324
464	264	2681	4151	5402	5705	7277	7736	6756	2769
708	1464	1683	1758	3714	17470	3501	5265	3253	5062
537	423	1965	1913	9884	1549	5598	3635	5336	3675
4	1494	1135	2327	2782	5510	2655	2085	4228	4707
