0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
181	1290	3142	2815	2964	2092	5233	8099	8807	3491
848	330	2089	4444	2852	2574	7090	3116	9086	4279
233	230	2521	2489	3016	5906	2616	3989	3016	1885
1624	504	2867	3012	4130	4817	2587	7244	5407	7599
2163	131	1083	2718	2846	3411	8699	2300	3147	2122
102	505	2642	3308	2698	2556	5051	6664	8714	7924
1356	1259	1494	2113	2563	736	4624	4560	10057	15014
723	1474	3778	1196	1643	2281	929	4724	6484	3973
730	839	1184	3942	3225	4739	4280	4193	3589	4452
1311	813	2106	3188	13471	2694	11474	9333	7160	3144
242	957	962	1174	1537	796	16010	3397	7692	13673
437	1535	1047	925	2063	6464	780	4018	5185	8763
2018	1506	1334	5569	1312	3653	6169	5795	6353	7713
458	424	3569	2662	4345	5294	4955	11594	1812	4135
1945	1713	1987	2914	4782	3487	5161	1077	11053	11823
212	1278	3899	1399	2582	4340	5946	4482	8404	15867
522	790	1338	3115	3790	5340	5344	6467	3911	5784
387	995	1662	2211	3561	2678	6111	5364	5002	4350
543	1865	2318	2010	2387	4494	3092	7070	3381	1943
705	793	1316	4316	13721	8663	4527	4256	7056	9490
795	2163	1857	1673	3953	3220	4330	4326	5501	12168
1673	1345	4597	1471	918	3689	4899	6529	2309	3295
252	791	3540	1111	2062	1321	3528	4051	7289	8360
359	506	1145	5867	3101	3594	3969	4570	7616	8485
369	2154	2056	1752	2346	4997	2602	6264	6277	4674
1245	1150	455	2991	4601	4077	5344	5733	8074	10371
121	2399	2197	2004	1818	4491	4186	3989	8076	8587
673	1303	1771	3299	2456	1595	2805	3120	4433	7381
750	2215	1646	1745	3540	5443	5183	1086	3952	7704
625	1638	1728	1221	2507	4737	6334	3680	3220	2779
1233	427	6890	1244	2473	7539	3395	14584	21061	4477
1258	4313	7702	1173	1102	3101	2069	7161	9009	3938
964	448	1122	4847	1226	4922	2448	3826	8855	4587
0	982	3045	16837	8127	1526	2855	3331	6763	3951
309	2970	298	1644	2067	5694	3233	4806	11956	2828
1001	2300	1432	2718	2126	7382	2386	5790	3994	9627
612	889	1409	1234	4229	2797	3730	2745	8140	6309
221	1662	1570	924	1696	2636	3080	4203	14746	3660
628	579	1687	2713	1891	1828	3150	5100	2111	3256
266	946	690	2672	1789	959	6525	5284	1796	3749
15	496	1983	613	3940	3633	4677	19641	4740	4200
