0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
90	286	4	151	988	623	1246	134	751	182
0	334	10	638	755	517	792	783	1142	438
5	221	58	133	493	967	1355	577	348	1030
357	783	38	736	581	236	1532	1547	464	550
44	21	7	233	385	554	888	939	51	707
3	640	25	501	206	64	855	73	64	912
6	334	9	279	420	1139	1104	89	246	1251
131	247	12	1477	5	665	234	429	1130	1334
39	59	7	29	264	1309	292	275	773	1467
88	161	176	288	234	384	178	408	1456	6
174	327	20	809	0	425	458	593	30	1542
0	25	763	1094	259	85	25	417	1135	29
112	215	458	1272	201	367	498	357	1344	1243
16	156	25	20	51	564	309	519	45	205
218	727	221	3	708	659	191	583	1023	736
13	782	930	29	79	1770	17	865	681	650
5	694	221	30	430	1014	455	584	956	1021
263	432	527	195	250	218	253	498	351	666
4	459	517	39	207	1940	512	1126	2291	785
17	29	164	460	67	131	192	1591	692	550
33	3	871	66	346	422	114	922	899	249
351	399	175	162	464	451	485	664	798	1693
9	105	402	5	31	638	541	659	676	4
425	23	330	1	867	525	223	101	557	92
8	140	391	5	51	229	553	428	799	64
12	165	233	80	307	93	239	607	1078	963
47	1166	345	298	14	16	215	502	439	414
40	1	837	210	161	8	664	901	761	70
20	348	235	5	228	1124	450	125	1460	1178
2	0	92	392	738	1216	528	609	1399	1089
40	977	336	26	416	10	460	993	495	372
51	244	0	946	1	6	1230	247	903	1297
84	723	127	366	210	346	3	17	730	970
259	17	145	6	200	78	490	764	1364	853
2	230	675	344	139	4	623	728	132	376
2	68	14	211	203	297	686	996	89	255
13	648	37	248	571	523	9	410	949	497
50	37	288	346	4	217	412	699	942	1402
111	26	171	3	10	611	956	753	411	1361
0	1	7	51	600	281	210	244	710	1268
11	62	265	5	1450	695	1532	150	17	481
35	307	529	528	174	3	774	71	472	747
39	328	31	675	1268	363	1220	0	9	428
97	2	62	315	8	47	488	1042	208	1922
1	3	94	2	185	142	15	384	463	256
142	10	38	445	24	560	312	421	719	1328
3	29	288	68	778	2308	408	529	1000	11
