0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
714	309	945	155	1120	1249	1225	2016	977	1150
279	494	536	707	622	527	1955	2354	915	2739
658	953	874	809	638	961	949	316	1257	2135
998	155	429	1989	984	698	166	1118	1560	868
157	394	608	576	1109	157	351	1139	6388	1632
681	324	290	250	822	620	313	903	760	1513
497	534	321	595	270	1161	441	2165	956	1634
439	641	826	528	669	329	688	1525	1523	1080
535	443	745	1013	806	2190	774	1372	2063	2659
342	218	837	1005	816	485	1910	337	1268	391
258	197	383	1298	514	816	575	1186	774	1258
388	465	279	425	2017	576	702	1146	1381	1810
391	0	644	611	1025	247	1356	569	1531	1185
165	1000	297	713	1437	319	1327	482	1782	1421
440	243	159	1427	968	1175	1832	577	645	835
492	571	309	662	1027	1471	996	1480	3642	2036
0	296	364	546	527	895	2051	811	728	2062
353	398	1067	784	1280	1271	802	922	569	2045
238	842	1208	513	587	325	363	1452	1769	624
164	451	458	817	649	772	461	1771	1355	327
590	889	290	219	730	964	238	1623	1060	1374
438	312	805	927	610	929	468	1299	296	3436
88	717	315	596	546	1212	1034	175	662	1896
1095	1500	647	487	1019	1034	1677	6156	1861	1286
182	483	534	679	1076	785	290	328	1281	1951
505	1018	480	985	921	1131	1425	914	1212	235
341	83	413	1089	1764	1168	237	1541	1476	1014
262	186	247	1221	919	653	1572	1419	1374	2218
228	1071	630	1230	747	876	625	1394	1454	1712
0	400	143	358	807	955	694	5888	1029	1502
428	219	285	1088	244	1293	1067	1167	1180	1515
282	975	992	1006	596	2702	1001	948	478	1212
123	399	470	1053	624	833	1206	1052	435	1420
443	220	1020	409	882	1376	1135	2559	2394	1169
533	460	365	690	970	79	1113	678	3195	1064
340	380	489	2141	1128	1594	1493	911	1440	811
0	0	557	1291	507	1585	1014	1113	2656	946
632	197	430	343	1615	156	1472	1684	1053	1367
155	399	788	694	1109	2683	515	574	1566	1573
569	491	475	792	802	1081	906	1839	1159	1992
0	759	157	403	311	235	1610	1231	2128	1562
93	250	260	2385	312	1221	762	1191	1331	1644
549	234	678	229	1055	414	858	1068	1651	2065
115	419	445	551	770	1257	685	905	2044	2074
165	81	3206	428	946	634	459	1230	901	949
82	191	417	695	1014	1542	1082	1047	1322	551
730	586	234	414	644	633	730	1165	1739	923
165	501	774	317	1012	636	1607	2831	1385	1721
156	409	527	1011	163	345	916	1713	589	2912
721	305	551	927	636	1691	1256	1206	2028	666
691	1336	334	1557	1086	601	2541	1470	1538	1928
289	266	1184	870	602	306	780	438	1415	1666
466	1374	276	714	229	395	405	270	806	365
433	718	885	797	744	1303	219	1171	2414	1114
457	534	365	313	759	690	1426	628	382	1713
0	165	372	575	697	927	524	0	862	865
93	360	611	1697	939	477	1042	1104	1156	1803
540	834	664	1429	814	866	1843	1208	1836	941
211	563	324	1395	1136	726	879	1608	771	338
288	0	808	486	392	1724	1509	1193	745	1135
662	398	2480	893	541	1214	1618	1849	1474	1598
467	258	411	1062	810	784	1503	472	1125	3661
80	726	746	989	377	583	1437	1542	454	701
462	296	695	636	1400	1311	849	1756	2152	883
155	887	876	470	782	758	1586	953	1174	968
677	465	794	256	3662	933	79	888	1187	948
233	1078	1107	162	1179	434	2181	299	1034	1142
168	742	914	1322	575	1340	812	1233	1067	1353
402	681	159	988	1114	747	548	484	2053	1152
150	387	952	79	991	1278	1346	934	811	1887
382	1078	460	529	656	638	621	1565	707	1144
2041	369	218	236	791	757	776	1044	1330	2345
0	1177	328	1186	1714	255	3767	1026	3052	1443
391	321	0	913	1305	972	747	1550	1198	662
477	837	2878	1258	0	1119	1011	2005	1018	3095
191	602	1066	777	683	1003	2113	1628	316	887
312	462	0	441	1124	2778	750	828	519	1237
235	1141	558	317	308	0	1853	1327	1421	1767
234	301	803	464	298	1306	658	117	1388	1861
759	156	554	219	1199	1284	649	1849	1530	1168
83	1394	1400	248	543	1974	1074	830	834	1196
814	509	834	848	693	271	1554	788	1923	2367
872	567	172	612	1134	767	1237	848	1537	915
591	266	611	3346	933	328	1108	1553	1254	1916
300	555	611	1315	492	785	687	526	1010	1240
0	1550	404	960	512	153	329	1292	1907	2817
221	417	938	80	960	2826	1287	1441	526	1891
0	1002	1566	406	1877	719	926	2400	374	619
513	543	669	631	249	577	1757	1503	1327	1692
792	715	746	1109	1510	539	794	319	890	1782
528	520	881	431	195	1678	495	404	2720	1257
499	172	1195	1561	746	1596	968	467	1030	1568
350	713	83	77	1301	1103	1359	1778	1013	214
320	918	532	698	404	1368	534	1693	1254	997
395	1018	478	680	695	1084	1103	832	1509	976
324	1572	575	639	661	1876	845	1530	2785	1623
361	568	1250	420	800	1274	944	1549	896	1024
84	751	598	316	348	1317	466	1305	2383	1003
257	462	977	381	788	1473	1109	969	898	1340
387	383	1322	265	983	304	1459	1689	1020	1897
681	529	1893	880	842	1196	931	1408	601	408
438	735	396	354	1159	1468	1142	688	1888	1859
255	188	1150	1107	1067	1048	860	2462	1367	1352
193	864	889	1301	628	1622	513	299	774	2405
81	325	529	97	741	1375	77	1280	464	1741
201	85	263	235	1021	714	666	1582	752	1280
173	544	294	801	837	619	540	1523	1604	627
326	528	672	276	315	398	974	1070	1725	772
783	887	840	681	729	783	3295	1102	1387	1611
0	839	841	1032	1502	1145	1384	856	995	1352
467	592	697	1400	449	532	1297	2491	1011	845
177	261	649	553	815	872	1394	1220	650	0
