1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
2	3	7	7	4	60	15	4	25	10
5	4	2	49	32	32	2	4	7	17
4	7	7	14	2	47	11	2	16	40
4	4	2	8	7	12	20	24	90	22
7	2	4	21	44	7	8	11	15	4
8	3	5	6	7	9	21	9	11	3
6	7	8	30	17	18	26	13	25	15
3	3	13	7	23	4	19	17	10	12
4	9	8	5	11	10	29	8	31	6
1	6	11	16	9	12	19	21	38	10
4	17	40	7	2	10	27	29	57	17
1	5	1	10	13	9	40	12	13	15
6	1	8	7	5	60	19	27	13	40
1	2	11	30	26	17	28	20	14	15
2	2	35	23	10	20	16	14	19	41
3	13	15	7	29	1	10	17	8	10
1	3	12	75	10	5	11	74	5	8
1	17	5	12	14	26	6	68	37	22
4	1	27	13	38	6	15	54	61	25
4	2	11	5	10	3	2	15	10	14
2	27	4	14	13	20	3	13	9	40
2	28	2	1	7	3	83	22	33	33
3	3	22	5	14	11	5	11	3	4
1	8	14	6	6	20	18	52	28	9
3	2	29	2	8	3	2	20	12	66
12	2	16	5	80	13	6	53	24	21
1	3	16	7	15	6	32	33	29	57
1	7	1	10	18	3	16	31	24	20
4	6	9	5	6	79	19	27	44	23
2	4	10	4	9	20	51	26	46	2
1	1	7	12	8	13	8	19	36	12
6	5	63	2	36	18	21	29	78	18
2	5	1	4	18	16	18	54	101	19
1	2	15	9	5	3	7	60	15	15
4	6	10	7	9	10	27	5	63	28
2	6	6	8	5	14	193	21	59	22
4	4	13	2	15	7	23	19	30	19
1	2	3	9	11	9	12	48	14	22
3	1	18	13	3	6	8	8	12	35
6	9	3	15	11	13	17	93	11	31
1	3	20	24	8	23	8	7	15	59
1	4	8	45	17	18	18	10	30	2
1	3	4	12	3	9	32	10	18	18
1	6	20	11	11	11	26	11	46	15
1	3	14	12	23	10	15	41	10	24
4	3	15	1	1	8	44	12	18	16
5	46	6	6	6	1	27	11	21	14
3	4	23	6	15	10	29	23	29	25
1	2	7	6	2	13	17	12	4	19
4	4	5	10	38	4	9	9	24	3
1	2	7	10	9	10	23	27	47	19
6	4	7	15	3	2	12	39	33	12
1	1	7	8	4	8	22	9	49	12
1	9	9	8	1	16	3	5	17	10
11	15	18	16	16	10	16	38	13	8
1	7	2	5	25	18	48	10	1	24
2	1	64	19	9	9	8	16	29	3
1	2	14	6	5	18	5	9	9	17
22	4	10	2	7	21	29	54	71	15
2	8	6	3	5	2	5	23	4	44
1	1	6	6	24	14	32	28	24	23
2	2	5	1	3	9	10	12	22	34
1	5	6	3	6	28	31	8	53	8
1	2	7	5	1	6	33	11	20	42
1	2	7	7	16	6	31	12	21	51
1	13	13	17	14	16	24	29	11	32
1	19	21	6	9	8	38	4	11	13
1	6	11	20	8	13	24	27	17	54
10	2	6	33	7	6	6	27	35	42
2	5	7	25	5	7	10	24	26	13
2	8	2	8	32	6	17	26	11	37
2	2	1	16	9	4	36	13	1	11
1	3	22	14	11	15	8	87	19	13
2	3	16	9	15	16	3	1	10	25
1	6	15	11	5	13	41	26	12	13
2	2	4	11	40	53	20	8	15	16
1	12	4	15	6	16	24	32	11	50
3	5	5	2	7	15	19	23	17	13
3	3	8	7	26	13	23	8	49	57
2	2	4	7	2	11	17	6	7	18
2	5	5	3	26	16	82	26	37	70
1	5	6	5	6	3	2	38	69	18
5	5	2	5	7	16	18	15	64	55
1	2	24	5	3	55	11	6	18	11
5	1	7	15	12	12	12	14	8	8
21	7	9	11	36	5	2	14	27	15
3	2	16	2	33	16	11	17	17	28
5	15	46	6	13	12	3	5	11	96
2	1	4	16	24	5	46	13	23	15
1	18	9	5	5	11	17	6	8	14
7	1	11	30	11	17	24	17	5	13
1	7	7	14	5	14	5	20	5	9
2	1	2	13	7	12	23	16	6	23
1	2	12	8	8	25	25	19	23	3
1	15	4	4	6	38	7	3	10	17
3	15	4	6	10	9	11	44	31	5
2	6	24	4	10	10	21	13	67	6
8	2	1	7	19	12	5	15	8	13
2	5	14	28	6	2	10	20	42	30
4	20	4	26	31	14	6	7	43	10
2	7	4	4	1	36	24	14	11	39
2	22	10	6	4	29	14	14	9	40
1	4	2	5	17	12	8	12	2	7
3	2	7	23	8	52	21	21	19	9
1	3	3	6	15	9	4	13	22	19
1	1	8	6	12	28	24	7	11	24
1	11	5	6	3	7	20	17	7	1
1	19	3	11	13	13	19	43	45	19
1	11	4	12	11	27	17	16	38	17
3	5	4	2	18	9	9	10	37	21
4	6	7	3	15	6	3	47	14	45
7	4	5	16	16	6	8	6	30	18
2	5	21	7	4	5	4	10	33	14
1	15	3	28	9	5	50	9	18	9
5	2	6	4	8	18	14	12	47	88
1	5	8	20	14	14	13	15	10	30
1	2	1	13	16	27	8	20	35	18
2	1	2	26	11	25	4	8	43	83
1	4	5	17	9	10	9	14	28	10
3	2	3	12	54	9	13	12	16	3
3	16	20	15	7	16	13	25	12	10
1	2	6	6	22	38	17	60	18	10
5	6	5	4	10	27	15	30	19	40
1	1	3	8	51	15	36	16	10	15
1	3	3	2	5	10	27	15	29	34
1	3	5	2	16	5	13	12	6	46
7	2	8	12	4	2	5	14	41	39
1	10	3	15	38	7	19	19	14	40
1	6	7	10	28	6	15	2	47	33
13	3	24	5	21	7	2	2	9	25
3	2	4	16	2	15	11	27	59	24
3	12	4	2	5	7	7	18	78	5
1	12	4	25	38	22	21	16	2	3
2	4	20	6	4	16	26	23	37	41
2	1	2	20	9	13	16	11	8	38
2	2	4	4	37	35	41	21	23	19
1	2	7	5	4	27	26	30	9	38
1	12	8	16	18	8	10	20	56	9
2	4	20	12	18	24	24	23	12	24
3	3	9	8	60	9	11	22	21	19
4	1	11	11	1	13	71	24	8	14
1	19	6	19	37	88	12	13	71	13
1	7	3	8	1	5	20	7	32	18
1	2	4	6	5	9	8	10	14	28
7	5	9	8	33	9	1	11	65	50
1	1	4	9	17	17	44	29	29	30
4	4	14	12	40	13	11	40	27	15
6	29	6	10	5	34	44	17	43	26
2	5	4	11	19	28	3	39	45	31
1	4	4	4	14	7	17	4	10	7
16	4	28	14	6	21	1	8	27	50
9	6	4	23	3	16	10	8	23	12
