0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
119	28	201	130	404	970	641	215	699	226
17	192	33	474	135	448	740	87	348	789
31	78	42	97	175	814	72	37	835	108
85	58	41	405	334	420	492	220	2053	474
52	68	123	243	331	1049	542	108	4955	910
19	23	78	148	157	409	667	483	83	105
43	223	24	138	132	145	623	431	534	374
16	75	162	462	1328	60	267	431	198	921
75	130	38	111	82	137	394	332	95	105
223	84	236	157	489	1177	42	457	101	213
14	248	138	372	180	228	338	183	485	784
65	147	22	539	375	315	265	469	584	512
33	139	29	414	347	386	248	1160	292	87
57	21	134	409	342	370	513	1170	138	926
127	39	80	58	2548	91	226	750	801	85
26	40	269	364	78	433	530	390	671	1222
13	302	192	817	151	377	346	190	1423	126
47	42	302	91	657	19	381	177	2756	498
112	326	16	161	92	73	145	119	349	575
15	127	455	30	46	340	825	59	396	803
26	2	58	19	674	1271	985	479	529	82
111	24	19	74	150	42	889	2309	1152	132
179	157	78	195	182	196	716	512	1039	135
104	87	153	49	171	509	1224	2152	448	364
24	80	4	611	736	319	378	397	124	1230
57	34	34	294	480	494	195	615	130	914
9	16	299	283	273	685	454	696	57	600
8	40	196	100	1602	676	512	1197	1336	1081
110	99	249	542	370	37	77	572	363	481
129	287	531	373	41	55	46	173	904	6276
73	227	114	534	618	282	682	1002	70	788
166	87	376	300	394	314	188	1418	159	465
17	33	111	211	43	224	461	260	542	905
6	43	209	367	327	540	66	724	238	1104
104	118	29	33	141	322	3353	200	167	163
108	58	496	41	236	322	624	153	941	92
46	16	277	382	214	769	86	128	544	923
129	184	46	418	321	998	300	1548	2289	503
454	888	53	58	91	278	128	312	532	1091
160	86	285	212	103	483	270	772	333	260
73	20	208	28	141	59	596	495	415	957
27	24	269	60	150	129	455	301	86	943
86	116	284	220	45	22	1584	152	79	268
8	35	45	207	533	31	61	187	248	700
32	73	203	567	110	260	560	654	1098	717
59	56	16	338	967	706	449	589	414	591
49	78	128	33	627	167	432	985	1665	403
28	212	24	11	170	156	212	779	38	205
177	8	210	115	501	303	768	350	941	5300
11	0	244	54	103	259	586	345	755	704
84	70	74	126	170	83	682	94	125	100
29	136	327	339	273	393	266	287	75	237
153	235	60	1117	595	430	75	133	91	607
22	272	53	313	69	683	396	265	779	434
9	74	273	512	29	181	362	590	710	1589
248	53	1439	303	50	302	451	88	317	770
31	175	62	91	618	219	622	77	170	119
1	7	69	69	227	138	92	355	787	914
19	45	174	174	366	247	161	150	100	958
46	67	38	166	497	491	394	351	844	149
18	12	63	105	252	401	759	217	103	480
117	372	426	319	34	3408	151	637	1318	513
39	711	341	125	271	34	350	242	2613	670
111	13	77	131	439	21	759	143	647	298
40	39	36	37	267	30	281	714	212	81
89	92	42	198	279	200	130	555	451	431
53	105	72	248	66	62	195	423	794	202
5	48	33	180	106	68	884	108	793	2480
21	472	54	372	360	250	414	351	469	189
57	64	1032	17	379	163	1564	2119	596	870
75	11	318	341	370	301	96	99	866	148
8	496	42	1002	46	122	644	630	172	1894
44	155	527	197	191	207	704	266	1296	903
59	4	79	615	849	245	302	177	83	118
148	203	608	222	10	510	535	385	336	289
97	21	234	261	55	3	89	725	80	313
101	14	45	52	42	173	557	624	235	206
38	147	130	104	79	866	317	470	2256	113
18	375	219	54	149	191	967	808	901	826
44	259	83	92	66	263	600	346	741	618
10	21	560	189	564	303	663	2601	876	173
22	107	24	421	306	344	1352	3076	563	791
30	21	73	73	553	217	1175	631	159	229
80	68	206	194	344	345	33	1094	50	525
153	143	35	288	345	296	266	80	745	521
11	29	72	307	194	84	1243	71	487	387
11	69	168	233	183	1620	666	181	194	656
87	108	45	29	1501	1047	173	534	922	510
67	16	44	257	185	390	215	302	130	22
114	92	314	183	373	47	587	1017	79	612
45	263	29	219	380	85	7	187	125	242
7	45	230	579	522	490	823	502	701	474
55	103	111	424	724	142	143	163	815	1070
3	235	283	877	96	593	628	85	45	285
10	61	118	239	420	427	184	290	212	425
16	133	62	318	88	674	658	86	157	106
43	34	205	243	313	173	114	1578	671	119
7	78	805	181	39	646	660	196	867	756
29	15	279	337	398	123	65	49	115	66
70	34	28	77	21	381	212	793	463	1279
17	134	203	185	224	45	698	287	578	773
181	16	12	166	62	475	438	59	788	223
105	266	170	539	343	112	676	87	175	154
106	94	985	57	172	83	213	610	348	475
98	7	226	57	49	542	1199	848	186	145
9	39	27	225	67	441	48	801	623	454
