0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
561	1515	1380	638	934	2045	645	1222	1415	3409
736	1297	688	1999	3093	1735	1167	1550	3280	1636
670	728	659	467	751	922	2364	988	2098	1688
338	869	1413	797	1129	2069	794	1790	5259	2269
648	467	0	1793	1849	780	2572	2562	1211	3521
137	740	1389	1344	924	1190	2197	3884	834	311
733	976	1266	1152	3617	822	1325	775	1795	3304
210	739	1075	653	2722	1420	1184	1928	3961	988
1062	489	1935	1536	1610	786	1503	2106	586	2275
597	1480	1386	1200	1065	1103	3123	2273	2164	2523
922	648	1103	2904	1254	1096	1695	899	329	2110
638	771	3335	2370	1278	777	2096	1486	2046	1657
582	851	2853	1096	917	2032	1531	735	1086	2364
734	1037	776	1553	1902	777	2375	2623	2073	922
648	498	1041	1209	1486	1526	945	1082	2260	1989
614	644	640	1443	1033	2265	1279	1900	1573	1564
602	137	1219	718	1571	777	2300	1671	1433	2542
430	1137	1255	802	612	931	1727	1121	1718	1785
589	885	1081	1488	2121	1252	465	1582	2339	2206
536	574	611	718	2136	1248	1535	2151	6579	2059
632	1323	771	777	653	2630	2066	1970	2092	2364
629	1287	1039	1646	1811	1529	1172	1033	2131	2435
729	867	762	1125	820	1826	2416	2562	1176	922
931	955	1194	1132	502	1736	767	1942	1521	2200
338	539	1011	889	2522	3171	924	1692	2345	922
574	1068	498	1173	7769	2348	2435	3466	2373	1156
913	918	1233	771	2378	2009	1356	1934	2155	1869
729	503	1114	667	1943	1670	2957	1603	1610	3830
642	1892	611	638	820	1545	1222	2140	1733	1263
454	771	1409	1851	764	1108	1424	2869	956	1022
446	1180	937	2526	1949	766	2040	3086	1909	971
574	728	1040	3193	1303	1094	1070	1171	836	2948
643	1233	940	541	1812	786	899	1139	1408	1907
1140	1036	1640	881	767	2108	3044	1316	2628	2182
1344	1241	862	1303	1025	2276	2118	1557	1167	1116
286	869	502	653	917	2043	1558	863	1611	1296
