0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
3	1	27	32	48	12	3	72	196	153
0	22	23	0	11	38	2	9	58	66
8	3	36	8	10	11	29	79	13	28
0	0	10	45	3	81	14	48	21	135
6	10	3	21	9	9	17	90	2	11
1	12	6	6	56	12	93	171	36	15
0	2	4	5	3	11	38	22	194	63
2	49	14	31	3	4	29	39	11	560
11	3	9	4	24	12	10	51	9	10
11	6	43	13	45	10	10	29	95	37
3	17	18	6	13	428	103	4	75	12
8	10	16	26	5	83	155	17	108	32
2	2	17	7	23	74	17	57	61	36
4	0	22	14	43	41	30	6	45	67
0	44	42	14	19	1	17	51	165	88
4	14	9	42	35	90	25	18	28	41
18	0	17	9	52	4	80	44	5	34
22	14	14	23	3	3	25	9	112	71
6	0	36	40	23	29	64	115	88	95
5	23	2	19	40	43	30	22	96	187
1	6	24	41	1	17	7	59	36	6
7	91	4	86	9	22	307	18	18	5
2	1	17	1	20	7	81	53	62	29
11	10	6	19	4	4	11	200	32	10
2	46	63	25	2	14	6	41	93	59
0	0	4	68	86	5	31	62	54	78
7	8	8	1	0	24	3	24	14	68
0	13	19	23	68	2	38	46	20	129
10	12	5	37	0	33	20	27	36	585
2	8	19	44	64	34	56	49	32	109
2	0	19	102	7	82	20	60	41	3
2	232	18	4	56	33	33	63	28	108
2	12	5	11	39	33	88	6	27	4
1	22	12	6	13	373	190	66	80	151
0	4	1	33	65	24	19	22	40	44
2	22	13	4	23	13	32	21	2	260
73	7	9	2	38	49	19	6	22	0
0	1	170	50	8	54	53	54	20	51
1	11	29	62	7	49	36	36	282	44
5	6	12	8	33	19	48	40	44	84
17	0	0	12	5	23	44	8	20	21
5	22	1	8	3	20	8	14	48	4
0	2	229	47	4	42	33	33	60	10
10	13	24	47	10	14	32	113	14	43
0	0	40	1	4	4	13	60	149	64
1	0	1	22	0	90	47	71	10	9
5	4	24	12	54	2	7	33	18	33
0	1	21	216	23	9	391	4	23	100
4	0	165	20	66	43	17	36	30	73
1	4	15	58	1	73	11	21	6	64
54	20	11	13	43	37	29	140	130	71
5	12	1	11	58	38	2	27	549	9
7	16	3	22	83	28	59	57	127	21
4	18	2	55	23	107	25	107	31	38
20	0	16	11	78	24	84	10	146	6
2	3	4	1	205	24	31	12	7	50
3	32	16	10	77	15	70	7	25	49
1	24	23	44	3	96	30	111	113	40
2	10	7	31	21	5	38	16	23	126
6	33	61	35	11	7	61	85	7	15
4	5	3	69	76	7	36	23	35	27
85	13	4	41	64	4	37	63	42	20
0	16	19	23	7	31	36	24	14	87
47	17	0	9	12	32	114	100	45	8
11	35	17	10	15	79	52	9	3	44
5	29	6	27	79	7	11	50	24	61
7	51	12	29	11	14	58	18	46	39
1	10	23	10	7	11	36	47	152	105
23	9	2	32	54	5	10	3	37	0
4	8	14	7	17	40	7	16	45	52
2	18	33	179	28	52	25	22	25	12
18	24	31	6	50	21	2	3	73	77
1	25	6	10	24	23	71	141	15	27
3	2	1	49	52	67	26	1073	29	35
7	7	14	40	5	55	92	66	8	62
3	0	24	13	82	44	85	112	44	93
8	5	13	6	5	13	28	14	14	119
2	15	18	41	17	57	3	12	13	6
