1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
289	171	407	165	362	155	210	663	502	249
217	230	430	288	718	424	264	508	161	480
235	289	216	199	496	165	418	357	563	290
264	388	481	722	521	252	424	384	632	788
295	160	563	235	281	362	160	263	164	370
165	445	158	310	190	416	263	574	194	425
205	454	403	480	433	177	371	452	373	282
214	185	282	166	286	540	415	354	165	476
267	292	155	292	362	430	499	264	407	632
181	166	451	758	177	272	202	338	362	788
263	425	182	573	458	224	441	453	292	390
151	295	191	520	657	504	199	169	362	537
298	261	499	289	169	179	194	725	549	232
211	273	264	228	175	663	616	216	162	228
219	396	199	264	384	439	305	626	662	544
216	216	454	202	787	206	289	410	433	264
217	249	181	156	287	552	175	607	549	520
240	285	290	417	209	214	369	380	669	282
150	292	202	177	380	480	338	180	624	877
216	202	175	433	616	177	298	441	277	650
231	292	480	177	228	260	458	224	217	160
177	214	286	397	181	508	445	261	480	487
264	338	560	445	445	373	216	275	436	336
207	163	362	264	292	268	264	177	470	300
193	241	281	163	537	504	529	273	531	615
178	156	421	181	261	381	186	318	326	595
166	164	261	273	251	519	433	386	566	324
224	461	161	178	268	508	607	194	445	241
189	260	435	177	177	178	536	750	503	416
159	491	180	235	426	459	300	280	689	370
199	276	295	165	261	224	621	416	281	706
217	264	347	433	216	606	405	182	416	209
206	178	412	338	182	276	277	480	443	281
153	190	167	181	358	447	380	275	736	492
289	202	487	216	397	163	202	265	445	362
179	207	262	298	285	181	235	403	470	232
289	488	287	285	497	521	235	152	497	373
185	508	455	433	444	351	338	543	433	619
224	216	289	494	151	288	160	224	844	488
186	293	164	264	433	160	325	862	396	236
178	275	374	264	219	151	403	504	199	496
191	286	268	448	338	281	242	362	241	263
200	445	289	388	216	518	264	160	624	691
216	191	319	492	199	228	380	811	340	424
199	228	399	268	225	407	582	868	178	610
202	215	439	240	295	322	682	228	180	396
194	563	384	190	579	664	202	160	438	462
287	194	210	288	679	445	454	357	723	487
293	329	224	461	512	199	466	452	445	282
293	216	433	174	150	620	448	283	510	597
213	212	180	430	457	496	481	682	365	163
215	360	213	696	173	416	517	202	235	293
293	282	194	264	433	367	696	484	217	168
171	203	645	424	496	214	181	519	570	336
293	194	439	232	520	443	508	216	236	546
249	542	156	190	362	235	224	362	530	371
202	217	221	362	224	168	216	174	373	478
264	335	338	224	290	230	199	602	381	663
264	163	435	202	443	277	480	261	242	292
156	181	158	216	362	235	688	499	295	392
280	266	462	264	161	151	504	433	415	577
256	285	260	264	216	153	212	445	390	1017
178	201	357	180	260	736	262	539	885	362
181	289	163	232	217	498	224	743	177	448
216	415	455	183	228	190	292	264	431	194
216	201	206	347	150	666	266	384	787	484
257	224	319	441	286	407	164	384	373	256
289	480	189	281	492	499	450	239	338	443
235	257	194	182	193	416	492	749	252	631
178	287	177	264	181	520	235	189	403	246
216	217	216	202	323	351	467	526	455	247
272	380	268	150	440	199	405	375	404	445
178	217	217	462	434	224	236	555	160	190
280	155	252	397	268	384	330	391	499	681
278	543	180	277	247	158	153	626	418	380
228	378	298	289	538	759	199	809	593	362
166	264	293	217	264	614	292	273	732	362
224	206	510	403	606	413	235	217	362	177
275	155	669	485	239	264	416	282	265	680
