1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
2	69	5	4	93	277	503	106	228	232
8	3	47	197	788	19	42	250	19	193
6	22	17	21	32	142	109	349	145	174
10	15	17	36	19	139	136	14	10	3
21	5	4	5	6	211	78	37	143	58
1	20	292	5	121	13	10	27	173	120
1	244	8	243	216	104	7	162	229	285
113	271	19	8	497	433	390	24	173	555
6	5	58	18	1	172	30	115	180	116
2	5	512	34	47	24	29	196	176	25
1	91	221	155	62	307	285	140	23	55
13	2	91	13	94	295	136	350	1382	3
2	2	9	2	327	86	236	889	531	659
58	26	59	12	88	7	90	237	14	220
40	137	61	74	176	11	16	93	232	118
2	123	400	8	83	464	225	239	339	354
6	64	117	105	64	165	256	15	36	577
3	146	119	115	84	109	79	14	68	129
52	9	60	190	92	195	1516	300	1	105
1	2	101	78	9	47	83	37	9	13
2	7	2	284	89	75	187	72	295	130
20	51	7	34	76	18	117	154	25	628
238	45	53	360	30	31	85	987	48	210
