1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
0	1	15	70	23	1233	0	112	30	0
9	0	0	4	214	159	248	330	7	425
1	10	10	1	66	15	0	9	0	171
1	67	17	3	0	16	0	51	14	119
1	0	3	0	40	0	16	11	36	6
1	2	7	12	63	17	0	7	15	58
1	225	0	11	0	0	7	297	435	0
2	229	37	0	23	0	8	0	25	0
1	156	9	4	10	0	10	362	6	10
3	19	11	0	10	14	0	103	1012	141
1	16	38	0	5	92	80	26	6	53
0	14	16	174	5	207	29	90	388	21
1	6	12	2	13	63	20	22	53	15
2	3	0	97	0	18	0	182	11	16
29	45	8	159	14	175	0	21	25	282
0	5	1	6	9	0	771	0	57	29
1	10	0	0	5	10	130	16	237	91
47	12	4	0	430	0	1	18	21	0
77	0	30	0	3	0	0	0	18	6
2	0	5	145	591	5	240	0	67	24
1	1	8	7	72	0	19	38	10	0
47	0	0	39	25	22	22	10	579	856
1	0	2	15	119	1	9	7	28	34
5	44	17	0	24	0	88	36	18	0
4	0	23	15	0	15	58	648	0	39
3	0	4	202	182	4	0	248	58	329
143	54	6	10	252	50	265	30	13	22
0	2	0	0	77	57	2	0	443	40
44	3	0	0	0	0	10	27	9	283
0	2	27	47	0	10	119	0	13	0
1	0	3	8	13	121	4	59	0	28
1	54	92	7	12	162	18	233	8	57
257	4	158	0	0	6	31	142	9	0
3	2	127	31	19	8	8	60	39	39
1	2	35	89	4	237	619	0	40	758
1	1	107	346	3	12	61	92	6	0
1	4	0	0	10	63	0	350	21	536
9	2	0	8	9	0	0	8	25	207
0	3	7	79	26	54	239	4	104	252
117	3	100	88	11	0	47	288	0	9
3	2	5	9	40	0	8	43	107	47
1	6	0	50	7	67	0	106	0	0
14	251	7	263	2	7	16	0	140	63
0	3	4	16	0	8	0	49	14	214
1	58	215	14	57	10	0	24	191	17
1	21	0	9	6	33	46	0	12	80
1	17	7	20	22	23	1	13	833	16
1	41	0	72	5	1	8	10	12	0
3	84	1	0	0	13	0	419	213	37
0	0	52	31	43	29	5	0	364	230
0	1	20	72	309	0	15	16	579	5
1	3	0	3	10	0	13	74	15	50
4	0	12	126	30	701	0	422	240	0
0	7	75	7	1491	0	0	0	18	17
0	0	0	0	25	63	0	5	0	16
0	6	138	1	16	39	2462	48	0	23
173	6	5	346	26	27	8	10	481	17
10	3	115	145	0	33	3	0	13	9
1	2	1124	0	28	555	0	0	11	0
1	0	47	0	0	71	0	0	0	206
2	113	26	0	71	6	9	10	9	588
1	15	60	0	65	0	43	0	293	21
1	0	6	5	60	20	156	10	9	0
0	0	9	6	10	27	12	0	13	0
1	0	0	8	68	37	27	14	0	113
19	0	1	0	428	587	287	7	7	634
0	39	12	13	14	0	9	12	13	0
2	2	0	66	9	253	13	0	14	93
36	0	6	0	90	10	0	81	90	140
0	0	298	3	89	0	243	26	0	25
5	427	29	4	14	9	19	4	177	9
45	81	0	8	4	671	0	172	370	90
0	2	229	0	0	547	0	211	3	33
2	0	466	25	0	34	10	0	71	0
57	2	11	1252	17	4	11	6	193	0
1096	2	116	2	22	0	7	15	0	0
2	40	4	188	28	68	291	0	9	101
1	3	71	16	20	7	1	134	290	0
0	0	106	0	9	6	172	0	12	16
0	0	5	204	290	37	39	0	18	0
2	125	4	73	12	0	396	104	35	6
1	7	3	93	3	0	249	4	125	116
166	0	8	0	95	0	3	9	22	0
5	0	11	12	5	118	74	10	131	0
1	3	13	0	0	0	46	106	8	1359
12	9	5	59	1	7	6	595	0	6
95	1	0	6	0	11	21	42	96	201
5	450	3	0	11	89	9	0	351	761
2	4	8	291	5	6	10	0	21	211
96	0	0	36	0	343	10	0	9	100
3	51	459	6	112	0	12	231	19	10
1	21	4	0	30	19	0	59	136	0
0	1	0	22	144	7	233	48	13	0
1	3	384	9	146	38	0	164	17	16
0	7	123	12	8	0	10	7	0	20
31	0	0	62	0	6	58	0	0	91
0	0	7	81	0	129	11	130	3	127
1	2	5	0	12	14	0	132	223	0
5	2	382	0	8	0	52	27	209	0
0	0	0	452	9	8	16	124	0	0
4	2	3	113	0	11	14	0	96	646
0	0	0	0	95	99	8	91	457	128
1	243	315	6	8	17	100	32	13	0
39	2	0	12	0	23	75	157	707	1322
96	2	5	0	112	57	0	0	83	77
4	96	384	112	0	24	0	0	0	0
0	508	8	4	227	0	26	0	0	8
10	3	21	0	0	9	8	11	27	82
21	3	287	5	3	146	7	35	81	0
0	0	0	0	0	11	10	78	590	4
62	13	3	38	45	0	6	0	76	515
13	2	25	11	88	8	141	20	0	16
20	9	8	13	2	0	10	11	0	441
5	7	99	11	37	84	122	156	3	111
2	0	382	20	18	0	13	0	420	0
7	2	10	13	33	0	0	0	0	106
140	8	14	8	0	0	44	233	7	0
0	8	5	4	0	126	3	83	7	0
