1 Sq Mi	2 Sq Mi	3 Sq Mi	4 Sq Mi	5 Sq Mi	6 Sq Mi	7 Sq Mi	8 Sq Mi	9 Sq Mi	10 Sq Mi
0	0	2	6	353	132	292	7	8	2
0	2	1	3	96	0	0	136	148	8
73	0	3	0	227	1	0	257	167	0
4	0	6	0	0	0	17	23	41	3
1	3	3	0	2	68	79	120	0	0
0	0	5	1	7	3	13	11	3	3
0	158	255	1	0	0	62	79	8	330
16	13	1	2	5	261	13	2	0	290
0	1	85	2	4	275	1	1	0	0
37	2	62	0	186	89	8	18	4	94
0	2	77	4	0	1	8	11	0	184
48	3	2	10	96	44	0	58	17	8
1	6	0	1	0	2	4	5	4	6
143	3	109	13	20	1	4	59	22	1
39	1	0	1	0	31	137	2	8	123
0	54	100	4	0	6	5	132	9	120
1	68	1	2	5	4	185	2	124	6
1	1	15	23	1	0	4	14	0	3
1	6	4	87	7	2	119	105	126	0
1	0	1	0	0	15	17	134	1	548
0	0	3	3	135	0	178	0	3	115
0	38	1	2	37	6	0	1	1	9
0	132	111	130	1	176	40	72	71	0
1	11	0	0	1	247	5	192	18	10
1	1	0	0	27	0	0	110	4	0
0	0	0	4	0	2	4	314	1	7
20	75	76	52	11	362	0	153	2	0
41	2	27	1	3	3	257	84	1	2
0	0	0	198	0	20	48	26	8	22
5	4	0	1	1	8	2	82	1	0
0	0	165	0	0	2	7	137	73	6
2	1	2	4	6	39	1	21	4	1
0	0	0	31	0	33	0	4	24	28
0	0	2	3	29	73	1	62	137	51
0	0	0	1	8	0	1	0	4	131
1	30	2	1	2	5	0	60	8	0
0	1	6	9	18	1	100	44	137	271
32	0	1	142	0	204	0	12	2	0
0	3	0	1	1	3	91	6	82	5
0	11	0	3	5	0	1	238	1	2
44	0	1	12	1	193	10	191	75	198
14	85	74	226	28	5	0	2	5	0
1	113	2	2	0	122	154	0	1	253
0	0	175	2	0	117	145	78	79	0
48	0	9	137	1	16	34	311	32	6
3	0	86	5	0	337	25	1	0	2
53	5	5	230	9	0	14	1	0	196
2	111	22	0	0	163	5	88	149	108
0	0	171	0	1	139	3	25	0	214
1	155	2	13	3	0	0	188	243	3
0	67	0	2	1	0	46	156	6	11
0	0	0	15	0	81	1	38	275	324
0	66	193	3	5	0	0	22	95	10
0	0	0	43	3	0	54	1	288	255
0	2	107	295	76	2	0	424	397	0
2	5	0	25	2	1	0	6	8	125
28	4	4	0	25	112	10	1	85	1
0	0	4	1	0	1	22	72	4	5
1	131	51	109	1	108	0	173	7	130
0	36	0	0	4	167	18	260	156	187
22	95	0	5	4	109	305	1	90	0
1	70	1	43	0	3	5	106	0	5
0	1	0	4	2	1	3	149	66	1
39	0	2	1	1	2	0	1	12	35
0	72	0	3	69	51	1	68	17	138
1	51	0	5	1	111	3	3	5	9
0	138	3	2	23	94	3	87	4	15
1	2	175	0	1	3	242	0	6	1
3	33	2	2	17	157	185	5	2	2
0	58	2	0	4	1	229	2	65	160
0	0	7	0	10	0	2	193	392	1
0	0	3	273	0	0	0	2	157	28
0	3	22	9	7	0	0	92	5	14
0	0	14	2	198	84	2	1	0	5
0	7	1	2	4	164	0	107	4	2
9	0	155	2	18	0	0	1	9	0
5	96	144	1	168	155	217	26	153	4
8	112	1	7	5	2	16	0	8	8
0	3	62	3	0	0	30	0	190	37
0	0	0	1	1	2	527	1	3	6
1	2	0	191	1	148	2	197	55	112
3	12	3	5	78	79	13	355	151	123
0	21	0	4	2	0	370	292	3	53
1	0	257	40	29	30	50	5	4	100
0	17	19	0	0	7	2	13	0	257
3	0	0	0	145	234	6	1	29	0
25	0	1	2	4	7	5	1	6	128
2	1	1	2	118	19	49	0	147	3
2	157	376	2	51	81	0	0	102	0
0	0	105	8	3	0	0	9	2	18
2	0	34	0	1	41	18	23	1	6
14	5	0	3	9	7	0	123	463	330
57	54	1	1	1	1	26	6	0	6
0	2	8	157	1	112	6	97	34	25
0	0	0	2	9	1	18	9	2	0
1	11	0	1	1	0	4	3	134	19
0	0	3	40	43	2	1	58	2	0
19	36	82	0	1	5	18	0	1	12
1	1	1	1	8	3	0	146	0	3
0	0	6	4	38	0	117	0	151	0
2	44	1	91	1	13	3	0	3	11
1	1	37	2	0	3	1	13	92	4
0	1	0	7	11	8	126	1	2	7
0	1	1	137	0	249	9	0	0	0
1	153	57	0	3	412	4	9	67	29
70	2	2	3	1	1	5	238	190	52
0	0	4	68	15	0	14	10	3	6
0	37	2	0	3	1	163	3	329	3
1	8	1	0	0	61	1	1	3	0
2	42	0	0	0	2	55	4	0	6
0	0	1	108	0	343	9	99	16	295
0	10	0	2	0	1	9	0	0	366
1	0	0	5	6	71	44	0	0	1
0	21	3	5	135	119	19	1	17	566
0	1	64	1	1	321	11	0	112	39
84	1	42	1	0	6	7	6	1	0
60	93	2	0	4	0	21	78	8	0
1	0	3	32	1	2	4	251	6	8
3	23	1	1	3	4	1	66	2	171
93	0	0	7	76	1	0	115	0	376
8	0	1	0	85	2	2	114	0	691
14	3	0	3	2	3	0	162	220	1
1	49	292	0	15	1	5	146	53	94
12	0	4	0	12	104	171	49	4	3
0	1	1	33	9	114	307	4	434	205
0	45	0	221	2	557	2	55	5	4
0	1	88	1	2	11	71	1	274	124
0	0	1	1	4	0	89	0	94	4
0	0	43	0	3	3	128	8	3	6
1	17	0	2	0	0	1	8	1	0
0	0	23	15	0	31	74	0	90	0
0	24	0	1	49	8	0	21	6	1
1	0	16	0	3	425	2	67	5	146
1	0	0	12	1	133	177	3	720	4
0	0	4	1	75	2	1	199	1	188
2	1	3	257	153	138	276	42	94	1
0	110	2	1	366	84	77	4	1	202
6	0	0	2	88	27	31	186	1	4
24	9	0	23	1	1	66	3	135	1
1	5	48	19	102	5	3	4	10	9
0	0	3	75	39	4	83	397	371	246
0	1	8	0	4	92	5	11	2	7
84	108	6	2	4	94	185	210	49	37
1	113	1	0	1	1	0	8	7	11
4	0	1	5	151	3	180	33	2	2
0	0	1	3	1	18	8	54	4	2
1	2	3	3	138	1	4	77	80	5
0	0	6	2	34	8	6	1	64	180
0	199	0	0	4	4	3	17	16	1
2	2	4	6	6	26	124	2	123	137
0	0	186	328	1	26	3	108	9	2
0	6	0	0	0	0	0	2	23	2
87	4	8	12	3	0	3	10	4	8
0	0	11	350	0	71	3	72	1	218
0	30	51	6	26	0	192	2	253	9
49	3	3	7	8	1	355	9	6	1
