0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
670	2129	3906	3705	1950	5045	7066	6109	3755	8036
1576	1538	1096	2934	8612	3410	8072	5235	26989	6450
1499	3450	3682	12439	5481	2144	4738	8521	6472	12586
466	1622	2693	4089	2075	256	9472	3856	6680	4833
1926	3789	4517	4193	5094	3824	5885	11193	8353	10305
889	1708	2850	3642	12129	1740	3026	5759	8269	7270
695	1282	3397	3513	4458	5092	2771	4275	2755	7142
1436	1770	3794	2001	4815	5223	6317	17856	5594	5399
1084	1557	3502	5485	4293	6325	5744	7100	1051	5334
717	1241	3392	1040	4116	7615	2800	5423	5490	8569
4248	1012	2725	4150	8503	12143	20445	2206	9974	9365
1045	2478	3875	4046	1700	11653	3408	3482	6561	6199
760	1033	6047	2611	4653	4963	3137	11638	7928	9423
1816	2395	3150	6061	11865	6826	6372	2813	23142	4929
184	2923	5715	1890	2812	5889	6451	5687	7186	4219
1250	1437	4188	2243	9077	3727	23262	5664	24580	10286
1510	940	2892	2419	2620	8709	8020	5999	3305	10669
743	2534	1845	2494	3088	5807	8486	21589	23036	16538
437	2271	4794	2178	3559	5898	18112	8352	11378	7925
1352	848	1671	2280	3697	6013	8454	4556	7756	10277
1085	2522	1700	1317	3081	4180	4273	8372	10182	12332
1161	1665	812	3335	5886	3759	6630	6037	11039	5601
62	2685	1317	3310	5648	3230	6419	5150	14134	6849
909	2351	3406	3341	3013	1969	2324	3880	9530	8151
1130	1449	751	3531	5088	5045	4766	7644	7190	9722
1023	3844	1357	3895	14546	14877	5736	3074	3363	10864
3820	2137	1088	5637	5220	4337	3450	11687	6787	5870
812	1924	3138	4160	4699	8136	7141	10845	4282	4264
2780	2325	3266	4662	4060	5212	9117	4946	9018	5235
965	2161	6107	1831	2670	4034	4324	16361	9241	5899
1252	2423	4457	2893	5817	3687	2963	5274	8722	12008
1027	1150	2893	2753	4414	7955	3682	2562	3418	8929
2611	2220	2187	3630	4635	6989	4778	5268	9032	10980
587	1479	2019	6955	5954	5629	4782	7453	23004	8433
1261	1420	4069	3119	3675	2815	8903	9068	13310	7148
1327	664	2903	4695	3681	4288	1794	5546	2237	3501
4846	1674	3677	1744	3843	6345	8757	3780	10947	9112
939	1563	2544	4210	3957	6650	4642	4988	7741	9311
1219	1989	1394	1326	4282	3630	3554	6350	8864	5096
1637	533	2510	2789	6438	8678	6371	8774	4638	8313
1086	2137	2265	5393	6583	6025	5205	9401	8345	23239
1430	1824	2948	4312	4684	3762	4324	4173	7865	7634
1668	1354	1671	1161	2305	4384	5383	1312	8225	8051
2609	3259	1571	7539	3084	1730	5508	7280	3619	5885
216	411	1848	2951	5728	8039	5863	2682	5941	5298
561	2953	1482	2482	1852	4349	12830	6068	5809	7276
1457	2162	9727	2573	4778	3324	8630	2880	4227	6263
1509	489	2033	5640	4777	8550	4172	8762	6173	8976
1154	1242	2864	2400	3293	4070	5038	2313	10185	10089
5043	3075	3355	3759	4642	11556	12361	25556	15339	31351
279	155	2116	2505	15113	8660	2414	8402	6596	10071
1583	3622	2598	1917	4660	5725	5350	5574	8334	26775
1381	5196	3532	5553	4533	5398	6332	4231	13378	4636
193	2278	3488	1925	6454	3134	5406	9966	10152	34410
1461	1792	3193	3953	9103	5385	6997	7770	3441	2813
2069	1066	2468	3864	1673	3938	4975	5162	3629	17431
1837	903	2001	1994	2792	5671	12851	2856	3881	4749
2111	2455	1628	3990	4498	5395	4343	10962	6971	11562
1375	1577	2963	5350	5735	5463	3997	8421	9520	2752
1584	2131	4812	2742	2016	5928	4036	7106	10432	7771
1443	7650	5800	3211	7398	4280	4544	4879	4631	5818
792	1913	6429	2778	5822	5705	6342	7540	14489	9822
466	2150	2539	4881	5130	4322	5216	7503	8666	10618
1857	1868	2265	712	2698	4866	7084	4540	7588	5940
1730	622	3008	4591	3032	2643	3357	9293	6152	16030
