0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
711	610	562	1457	1015	1002	1488	668	733	1247
427	605	1127	524	1346	877	1100	1768	1645	427
707	580	577	417	1672	211	215	1603	1022	1723
1133	579	612	516	1133	210	573	558	1449	1567
894	966	880	310	1436	838	1730	1886	1231	1253
631	214	743	312	654	1450	1595	1766	1875	1236
226	353	283	578	965	1336	737	1083	603	2845
448	736	672	771	688	893	946	2265	1249	2669
854	728	473	711	1115	2924	2087	2121	1098	2860
441	1341	789	263	832	476	556	715	1363	2515
272	248	379	797	1251	973	289	1241	1427	4979
452	536	455	833	1807	1419	342	759	1553	1781
624	548	449	700	1777	315	1149	2568	2925	1651
769	548	210	558	1292	1044	4773	919	1547	1343
286	546	446	849	2695	1530	1663	1121	803	1454
567	763	1961	313	914	1997	1048	1102	985	3072
1004	343	746	815	1364	1993	3851	578	1924	324
675	513	643	1004	1209	1339	1096	1329	1609	302
406	1015	1832	807	862	208	708	852	832	2035
105	736	131	1343	1367	414	973	964	1653	1258
113	676	1015	1156	1055	787	1504	971	1424	1243
536	2278	410	764	603	895	1162	962	522	1709
411	1589	444	886	660	1366	2596	463	714	819
706	712	457	951	1243	776	1513	1441	1234	923
281	386	2231	211	2522	783	1122	1885	591	2375
222	322	1981	977	987	1501	814	1074	1149	793
148	413	413	767	713	1275	4410	822	995	1768
667	860	628	711	1645	746	1519	1517	1523	1364
429	936	1519	1491	415	1052	2000	1294	1201	768
351	547	770	1864	747	1023	1033	3066	1601	1407
131	772	1610	582	465	725	416	519	761	2013
607	574	541	1622	988	108	972	794	1214	936
246	271	1633	996	823	455	1537	1301	3590	1214
779	211	844	1769	1118	1067	1427	1437	2146	1024
107	207	528	1083	1000	346	1160	1190	959	3545
101	587	834	1638	670	716	1645	889	3118	2072
409	1345	717	631	318	1347	1440	1489	1804	2496
536	433	788	1826	575	975	1384	2376	2003	1729
232	708	750	266	1387	110	910	1240	1013	1516
526	111	541	417	1207	1073	1307	1279	2098	991
211	355	1163	528	901	542	1344	711	313	1273
387	214	1005	1646	2300	928	1456	1029	1091	671
829	534	619	1314	1008	1576	1652	2990	1762	1778
324	555	800	1174	116	1161	314	975	676	1930
392	1498	956	1048	1081	1829	1713	1470	968	7091
377	226	579	1261	895	635	2474	1476	984	1521
987	227	1564	109	227	619	1386	641	1542	1886
