0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
4	1899	3683	1741	5471	1243	3654	3398	2498	5860
540	132	674	3921	2294	3147	2786	4348	10069	8523
88	1069	1385	259	2828	2566	4089	18610	4325	8394
415	1356	1185	1175	7038	1092	2071	5792	3857	4305
456	1850	1666	5577	2975	3590	3533	4265	9800	5366
1198	1553	2418	2503	2804	3375	1938	1835	15557	9982
640	387	7139	3006	4058	6000	3561	2786	16613	5496
388	62	1168	4714	8106	2234	2311	3203	8791	8466
632	765	2276	4581	2987	5823	1237	4309	7428	4061
906	875	1106	1310	2088	1780	7264	2216	5118	3599
522	2400	726	1666	3655	11402	1319	3833	5973	4087
21	877	21	4667	3231	4898	5018	3772	6346	7409
1582	349	2070	1871	1355	3103	2175	4620	2233	5626
35	1529	1255	4020	4440	3252	2522	4518	2374	8060
11	1865	2342	3243	1570	1956	4670	5700	5092	9240
3	993	1967	1738	2562	1200	5111	8121	3064	5482
113	1949	713	1135	4141	1791	3034	22870	3901	3354
514	1915	1900	3362	5420	4188	4382	3564	2429	3179
1210	1278	1469	4198	3499	3340	2614	6906	17979	22252
912	692	1779	3779	3798	1179	4824	5519	3072	4639
716	477	787	692	1938	2172	2376	9377	5935	2407
1040	1149	1494	999	10414	3538	7201	2250	3546	9810
691	2041	2257	4862	2547	1403	3854	5974	6568	5789
487	2207	764	4205	4132	1334	6396	5571	10384	6463
620	1332	4403	2423	4234	6357	5146	3418	8454	8763
715	2698	1286	1173	3762	3118	6944	7719	7359	4832
765	1529	3496	4967	4772	1649	20	4731	8424	3327
2	1322	3891	2614	3268	3866	5604	6766	5389	4520
679	1204	2351	3281	2789	3309	5581	8805	2935	6565
2586	977	3227	1417	2118	4578	5479	7130	3526	8605
623	1681	2275	765	3538	3076	1928	5524	4038	4052
995	556	1337	2708	2593	8088	6272	2832	8126	5400
15	961	2202	4724	3099	3298	3130	5938	2082	7867
1893	779	1148	2353	186	3594	5793	3524	27419	6916
911	695	444	1567	5272	1383	6658	1866	6008	12828
1820	1582	1107	1789	1416	4052	6071	4918	8658	4529
1329	1276	804	2208	488	1862	4267	4447	4825	6945
536	2971	3037	1498	1873	3539	1774	2211	10225	3407
2963	666	3041	1492	896	1433	2227	6061	8506	8169
558	2420	3616	1604	1260	3732	4209	3875	7397	4669
514	525	535	546	2789	3161	2478	4185	7700	4211
429	1536	714	1666	6306	5606	4846	4628	5590	6063
552	1959	10622	2353	3211	4511	3246	3364	4463	5064
415	1205	1391	902	4112	4424	1876	7000	6657	8439
129	1970	0	1423	2437	1886	5614	2441	3781	2601
950	4651	937	413	4269	1932	4647	6623	7411	4211
560	940	1428	1209	4480	1302	4540	7544	5837	2703
579	528	1905	1907	4635	1976	1479	4599	7317	1744
10	1832	1789	1377	1886	6461	3216	5407	2384	5795
78	947	732	2544	4264	1747	2982	4695	8608	3401
183	1651	1923	2048	1124	2872	11335	4176	5752	7367
20	6089	550	1470	2774	3562	7921	5760	3258	2145
1238	3010	2555	3986	6519	14063	4951	5348	9287	7011
628	1976	1765	2545	2220	3023	10314	3759	2329	8770
992	903	2282	3985	4980	3552	6486	4523	12363	6031
8	191	3905	5523	2128	3785	2338	12155	2519	7604
787	962	6080	1247	7526	1364	2370	7664	4588	3024
1297	1160	1127	2388	2143	4317	3618	2383	4342	4945
698	608	4840	402	1880	3283	4297	5466	3293	6121
309	1722	1994	7342	2759	1961	2167	3882	5488	3991
898	832	2335	1680	5116	11632	4553	7702	8181	5504
1526	390	929	4282	1046	2047	5323	2418	6559	10384
368	781	2084	3587	381	5890	14783	5712	5415	2325
1117	1762	2887	3884	2658	3183	2575	6659	11833	3868
1011	1583	1039	3918	1735	2427	6770	5741	3717	5046
512	1054	2806	7506	3586	664	2501	4114	1948	11636
1071	876	1263	497	4803	4252	3421	3971	7795	5635
822	418	948	4321	6492	5494	4640	6988	3666	4470
186	956	1906	2315	2211	6611	2867	4050	2747	5007
119	13	1125	2872	7828	4414	4545	2093	9988	4277
576	343	2639	1313	3111	10124	16106	3302	18248	4528
1275	878	1439	2340	6009	3663	5256	7916	7531	5836
354	707	2302	27	3448	988	1647	6546	3413	8738
724	1281	1898	2326	2836	1251	7449	5845	5520	6250
3629	1177	1167	2878	2667	3242	3226	10670	6051	4831
2140	1984	3152	1569	5645	1940	3345	5007	3483	5305
111	273	1080	3555	3917	2853	3188	4729	1841	3026
2524	1146	3248	3925	2357	2822	4594	4167	2472	4613
429	2236	3369	2290	4746	6696	3665	6449	5109	2709
537	290	3287	1991	2267	2180	4081	4192	6644	10826
776	1560	256	809	3399	3684	2375	7244	4328	9708
805	1226	874	2878	9053	4004	5422	5510	2511	7213
214	1925	3068	17468	3008	2910	4628	6810	7563	3741
196	43	1120	2393	1501	3334	1178	5046	4559	11486
818	3545	1656	1804	2513	4402	5358	3181	6607	11153
675	1909	103	2295	1576	3635	9164	8515	8786	4434
897	503	9928	7790	4144	5290	6399	2895	5105	3453
607	505	1106	3876	11086	7395	6714	4415	6850	3900
444	1910	1092	1551	3613	3643	8188	3641	2706	1338
1	4701	5268	1362	2833	2683	4120	5861	1658	7290
344	1245	1120	2714	1529	4122	5451	5782	1003	6588
1023	313	1218	622	2393	4844	3829	1422	8760	4664
316	1379	1936	2590	4646	8823	2884	3940	6886	8841
836	470	1880	2905	9070	4277	3026	2853	8526	6857
652	42	656	1454	5946	2489	3915	3983	12173	2837
988	1922	247	1190	3829	5128	4281	6349	6725	4335
12	5036	1685	1723	2945	3146	2667	5842	7619	2509
440	2299	2836	2767	14405	1707	4952	1509	6126	5531
353	3061	1334	2774	3053	1921	2719	3343	6378	5863
853	387	1097	2769	5017	7041	1227	1579	5416	9636
762	506	1753	1705	5577	5146	2219	3774	5298	5891
455	486	411	1777	1793	4945	14316	4271	28143	3838
292	3309	1707	3293	3194	2009	14705	3239	6988	8494
116	474	3489	32	5189	2948	5807	3471	4683	3645
227	2291	1027	542	5262	5338	1322	2906	1671	6775
271	473	1256	2253	11202	6165	7301	1393	5282	3805
807	1894	1501	3082	4376	5925	3549	15407	4728	8479
753	989	3869	2592	981	3502	2002	4644	5479	7896
1158	1050	3166	2546	3269	4254	5231	4997	1073	1090
1652	1443	3977	219	3073	4429	4129	6452	3690	7159
442	670	3189	2766	6471	3111	4637	3881	17102	8911
1000	342	1563	11579	4771	3474	4640	4442	4757	6768
24	3023	1553	4496	2495	3449	3782	5528	6383	7542
311	600	1802	921	5272	3662	2697	3897	6709	2379
450	1489	278	3369	207	2919	2815	3945	4775	7238
50	794	2095	2440	3346	1903	5609	3334	6255	8215
1026	515	2159	2352	2064	4968	5443	1197	3857	2334
549	155	2799	4633	2761	4542	6883	2591	6690	8224
49	2057	1752	704	3518	4896	3881	3378	5246	7774
359	1046	2628	5	3488	2474	5662	5342	8899	4588
1859	532	1624	630	3595	4650	6218	2281	3484	2009
38	1259	1247	1233	1368	8220	2294	4072	6466	5055
28	1853	2018	4213	4454	16694	6539	4166	1835	4531
714	2954	1438	12856	3211	3886	3979	4698	7410	6772
676	13	883	8286	273	2070	5436	4044	4518	8406
17	1260	1737	330	5023	3291	4645	5694	10685	6222
851	1966	931	4324	4610	1633	4242	3145	6407	13420
391	2414	2786	1230	4467	3292	5746	2735	7917	4639
266	834	1847	2177	779	1930	5894	25557	3307	4343
416	1564	3547	2309	1852	1261	2678	1788	5389	9281
434	1393	3546	1390	7145	4665	85	9080	4417	8817
386	1672	3411	12317	4577	1528	3866	7250	4663	8986
1099	1222	1769	1567	6812	7	3074	2626	1024	5140
621	226	38	1953	2779	2180	3977	4416	9450	8756
77	1277	559	3045	2442	1623	5782	4947	5499	4186
147	756	5245	818	2435	2027	4485	3751	5423	2601
292	2179	1454	802	2741	4871	7751	6289	5584	7032
484	597	139	2145	1761	3561	4892	2800	5289	4730
96	1038	1036	2892	5131	4014	12105	3665	4803	6625
3624	784	2833	4549	1622	4590	6051	2204	7977	5066
343	1610	1064	2034	4851	1237	4842	4547	3324	5008
290	2269	2200	3448	4941	4495	2231	2501	4558	6024
21	1731	1844	1021	4175	4047	12061	7715	4103	7798
6	2797	1625	3723	3295	3831	3777	5887	3277	14792
763	1491	3853	2661	4069	2376	2989	4081	4502	8270
230	4244	1012	3693	2114	2977	9542	4058	4415	8891
199	3191	1934	4435	3205	2486	3205	1485	3852	6674
1829	13	1483	323	1109	641	5334	4498	8160	19736
194	2078	3018	5188	4276	1978	5361	2226	7184	11597
697	4488	995	3017	2133	4885	3946	5546	6427	2906
270	335	390	2476	2811	5714	4825	7436	4518	7888
690	1411	965	646	3957	3995	3413	3703	1840	5693
173	2204	1956	15525	2343	4271	4361	4612	5201	3812
475	1669	643	3376	2879	2936	3049	2676	7950	7735
896	1305	1461	1456	1054	3831	4170	7065	4743	7370
375	2323	548	2100	1059	402	5971	1935	2950	1748
9	1077	1100	1602	2126	1150	5316	5226	1518	7184
847	309	2555	864	2295	3871	6070	4383	22168	10237
573	1627	1249	2752	1670	1409	3205	16208	2174	6876
436	922	1298	1323	1715	3682	3056	4686	5699	15225
17	1000	1191	4233	12339	1620	3866	30416	8303	2050
42	2109	777	2975	3264	2545	5264	8774	6285	6786
230	1193	921	3640	737	1315	5620	4888	12434	5076
931	7670	1845	3742	2157	3182	2626	4208	3927	5929
21	647	840	5126	2476	14478	4709	4557	3076	15921
871	928	1944	2374	2329	4662	4882	4090	4055	7875
249	528	1824	3645	6360	2030	5636	2270	10340	1638
678	1844	2468	1150	3310	5042	2610	3456	2896	6682
10	866	4858	2816	2913	4665	6265	4377	4815	11931
7	986	3114	2410	2256	3370	5638	5103	4763	5155
412	70	1355	1240	3063	3920	5139	3792	7939	4999
676	524	2832	1716	4504	7898	3185	1820	15515	3585
404	1001	1049	2742	13187	5926	7590	4646	9666	4111
434	1991	1545	2863	3071	2818	3402	3931	5516	4444
498	1727	1625	1188	2204	3419	1824	1069	5838	5388
620	2374	1801	12106	3485	4932	4703	5072	6203	2608
3373	1365	3558	1867	1208	4798	4958	11075	2576	3986
559	1488	3180	1327	4998	3227	3425	2336	2906	11287
1149	1542	1609	1174	5430	2952	1674	3181	2246	3053
598	1338	3230	1596	7652	1566	3196	5581	5350	8600
546	482	2813	1964	1746	2790	2327	9954	9506	6112
617	3659	4778	2362	3107	637	5990	3326	5651	5162
1119	247	896	2511	5718	5417	4127	9348	4934	4204
5	965	555	2084	938	9086	2864	1855	5703	3378
1061	2403	1845	6560	701	14770	2147	6207	13489	5258
679	3938	781	1661	8825	2344	7265	6509	5673	4895
1537	796	956	3014	1646	4110	5987	6362	6533	8022
2771	2229	1702	4410	4542	3629	11037	5312	7040	7214
179	282	3634	2985	3912	2395	4042	3922	4420	6634
2	1375	3169	2571	6783	1576	6093	3481	7682	11711
923	2372	2724	3215	2564	5183	3518	4215	2924	3023
1405	962	1843	640	2343	2313	5113	3954	7040	4479
721	2346	743	2242	1909	548	1032	3080	3987	2840
727	1148	2392	5116	1681	3251	3457	5719	4150	7357
1613	777	799	1692	2447	3093	3255	6924	3049	11258
369	954	2168	5030	1623	1186	2061	2033	4297	3583
338	920	1959	4909	2186	2903	6940	4565	3049	5501
776	793	2809	1862	2885	4347	3289	2271	3301	4546
8	1109	427	1601	3683	8332	1674	1454	6584	2948
70	492	1493	1039	5861	8801	5098	15540	4990	2656
1279	832	1227	2776	6948	2736	5750	10378	7502	5529
1556	41	1288	2324	2088	12984	4768	8654	3575	2908
1073	619	2816	626	7325	3647	8268	4449	2864	7908
1233	151	3772	3542	2352	1088	8008	6584	10415	5214
576	379	4762	1976	4124	4585	3532	1808	8478	2360
2	2589	25	1493	3621	9726	3810	6487	4112	17013
5194	927	3587	9684	2356	6231	5002	5127	13648	4643
1262	1471	1570	2624	4006	4862	1598	9984	3720	7818
1102	691	1596	973	4526	3427	1952	5222	22161	6020
244	793	1989	3853	1392	7900	6650	9473	2390	2622
897	6560	685	288	2071	8743	2318	5234	4259	4967
174	1603	1309	2139	2245	17963	3892	2497	6497	8461
1	709	3454	735	1137	4901	6756	3922	4455	8672
721	766	2974	1757	923	4966	1486	9939	4765	3599
935	320	4506	2715	2664	2362	2652	2264	7304	2980
1215	777	2157	2504	2586	3622	19060	4828	4392	9080
2019	1960	1721	2796	1988	3540	3252	3193	5803	9508
367	1150	3597	2559	3978	3465	4693	7909	6051	3698
1320	773	2433	1474	6413	4628	4245	7959	5143	10182
1187	1151	948	5963	3636	3480	4648	3674	24111	5373
