0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
6	0	122	395	906	14	38	930	536	3382
47	8	0	448	118	2506	359	632	1552	217
0	18	546	317	454	514	362	128	794	977
1	0	35	24	662	5	402	531	810	1065
711	3	12	545	42	443	528	60	327	887
0	0	467	5	446	551	9	48	657	43
236	10	342	815	388	403	471	880	1070	668
2	178	127	584	1	263	408	77	800	96
2	809	208	178	45	4	675	327	663	1435
46	40	61	829	36	414	0	190	837	9
250	2	8	977	632	398	67	504	152	1162
215	2	560	187	107	26	7	689	328	310
247	31	158	8	56	37	210	5	758	1426
3	4	608	12	22	668	217	832	696	281
7	0	17	3	596	669	1709	653	241	815
13	780	16	398	210	409	972	482	779	684
1	1	10	20	710	206	21	1030	15	133
18	447	2	266	787	138	45	307	472	753
136	2	136	560	2	561	872	325	1321	1273
2	31	18	374	11	412	318	1163	1102	599
262	3	16	19	615	938	564	65	990	275
253	92	74	106	15	312	246	1464	488	122
27	428	143	59	459	426	233	916	1560	546
208	200	142	390	661	389	585	910	448	55
6	178	32	197	228	16	890	769	288	869
7	16	514	365	1103	560	482	708	821	165
44	1	798	142	2	188	122	252	742	1367
150	327	458	511	738	763	435	735	547	500
8	527	88	424	732	457	626	257	208	3119
117	11	3	74	679	43	359	150	61	625
80	548	280	1	418	613	762	427	438	1332
74	167	20	4	246	938	276	396	1045	345
0	49	503	9	227	795	636	0	751	807
370	186	316	340	34	38	399	25	1298	65
95	525	0	139	316	235	669	518	173	187
99	1001	262	2	3	10	408	885	445	262
41	19	1	449	1	6	2	363	225	179
7	60	6	58	602	692	0	9	162	427
6	492	421	2	9	145	9	481	1507	416
0	0	490	354	13	304	39	479	6	184
48	242	271	890	394	193	4	900	1355	590
110	454	533	311	610	897	609	221	55	1648
217	190	2	31	787	849	177	1063	477	770
3	63	401	5	284	465	2	1019	101	534
1	79	0	21	219	138	290	2	422	235
1	3	9	459	44	264	28	308	53	630
0	20	345	3	2	601	292	1134	612	310
12	5	9	37	154	468	30	218	458	450
14	65	467	2	33	10	103	298	16	908
16	157	23	102	949	245	485	444	364	2251
140	204	2	59	775	55	603	140	1	2537
0	8	55	522	35	14	254	561	7	952
5	45	29	866	315	203	44	419	1396	152
0	52	419	839	410	767	498	868	67	417
1	301	30	299	639	345	8	500	461	581
67	79	494	147	233	119	190	249	2232	27
168	6	718	138	2	143	688	534	633	1625
0	0	2	18	578	2373	226	228	49	231
0	225	38	12	167	1077	2182	550	879	107
2	23	667	294	682	234	492	252	3	149
89	129	217	317	17	591	243	1752	556	658
143	299	247	151	199	532	1467	308	538	464
0	44	100	62	658	318	695	315	210	91
2	210	380	283	44	936	927	376	369	140
0	698	8	645	70	642	372	372	2	209
75	1	580	3	21	190	436	702	1580	619
1	1	152	522	9	1089	195	379	894	759
66	23	155	1	62	1015	620	0	205	533
2	7	5	58	100	59	54	153	375	362
15	119	481	659	383	152	539	423	15	48
97	451	53	216	447	302	542	480	497	393
0	118	48	394	152	897	385	954	662	92
3	18	628	41	63	16	3	30	978	1001
37	453	331	196	335	263	586	405	355	669
173	2	247	282	221	40	240	1433	314	374
1	265	436	594	215	307	755	487	349	1670
1	3	7	5	713	977	1125	279	455	682
353	192	148	41	339	657	821	127	756	683
5	11	2	530	26	1851	1	5	1366	742
6	3	3	411	256	385	43	314	377	81
2	51	430	2	135	65	1189	1	163	391
253	148	392	386	600	515	429	372	162	4
148	12	159	112	278	1021	717	1523	1982	457
2	7	634	1	626	123	2428	1127	301	493
17	196	17	97	5	39	701	7	745	1125
0	16	938	452	263	399	896	724	8	3
145	20	1	714	1226	394	246	1178	5	3
4	19	8	420	40	474	1366	1253	1050	578
0	1	2	42	185	9	192	250	1524	862
67	406	8	92	38	7	399	348	307	228
12	2	3	536	638	327	161	540	1118	1146
1	280	223	261	269	387	7	269	86	610
4	266	251	46	2296	40	118	253	765	657
5	13	12	0	3	927	399	8	626	764
12	122	53	5	940	551	478	44	501	2
201	396	219	14	219	616	1088	381	761	1321
266	390	1	389	386	608	438	308	579	1195
95	20	84	5	554	1176	33	513	241	18
309	107	24	343	114	3	1437	422	2117	1513
347	26	26	1	324	1161	215	386	1	7
2	211	58	0	188	575	475	220	71	295
1	9	80	408	54	561	8	34	1000	1596
0	182	40	59	86	211	105	379	40	2283
5	228	185	425	41	479	2	798	256	640
258	0	271	1147	107	1076	2684	436	32	923
253	14	2	25	241	689	738	380	30	652
15	567	340	4	175	479	461	369	233	961
0	33	340	1	32	1548	150	269	716	72
2	4	21	397	408	209	2	1070	369	457
12	386	79	137	886	359	100	2	118	581
1	465	27	11	146	38	9	519	1368	573
2	57	11	907	5	504	106	117	527	294
34	10	21	145	306	307	26	389	1083	381
4	352	96	243	5	774	737	222	524	467
24	14	223	216	176	215	803	449	2221	913
6	3	3	987	205	566	4	354	279	7
47	62	31	19	28	566	490	576	1103	100
43	426	153	7	398	1067	527	663	220	1146
493	64	171	55	218	79	513	1833	690	896
90	56	1	410	405	1010	62	351	194	145
92	217	1	456	250	110	80	375	1287	571
272	0	123	183	493	354	835	17	1196	17
2	11	2	607	55	5	741	397	779	2
5	9	16	126	209	576	635	834	725	1369
5	52	279	1406	52	174	270	6	322	1296
1	1	25	1	570	684	78	990	941	34
4	14	9	220	188	375	141	516	2092	317
3	165	0	93	337	387	396	603	1331	113
66	173	1	13	4	182	3084	1095	26	2
10	32	317	837	1037	484	845	59	687	836
2	99	363	705	10	269	8	1088	405	578
0	22	13	447	333	480	613	52	3629	427
449	205	19	241	3	376	689	784	703	511
78	3	75	643	40	670	963	1324	13	532
106	3	135	65	78	4	501	21	630	767
72	154	12	488	495	387	514	587	4823	1228
113	3	22	394	520	1266	382	834	136	983
4	195	531	149	772	596	158	1195	1143	510
148	5	0	517	74	853	920	734	376	800
70	82	32	90	404	550	744	1481	1428	138
152	40	217	523	390	6	368	602	612	573
13	6	11	778	35	170	533	1436	313	1069
0	1	67	1004	3	588	1911	206	377	979
235	13	969	26	31	108	545	343	310	368
215	247	448	140	223	1	133	550	412	933
363	1	242	458	565	56	115	93	10	984
4	11	14	3	7	727	1728	20	338	1521
0	0	1	25	222	322	860	66	353	686
223	7	41	50	488	448	153	783	644	926
5	283	282	253	518	6	1246	241	678	341
118	6	288	431	707	367	45	651	398	1147
2	54	215	5	117	92	1975	977	3357	510
157	13	1191	84	724	26	526	698	348	421
9	0	3	174	42	178	231	213	30	1070
0	1	452	366	336	14	33	443	417	587
203	3	88	79	263	45	520	713	930	2241
60	341	9	43	410	808	341	707	2	760
128	9	6	39	3	480	447	32	84	252
8	76	6	717	330	122	421	201	14	369
0	4	298	297	6	69	327	46	10	314
272	0	39	369	54	635	652	287	344	683
4	179	13	130	97	228	424	488	366	53
0	486	46	34	15	552	831	179	29	347
53	12	155	601	82	292	7	44	1148	380
1	8	12	6	15	807	362	423	865	993
155	16	4	393	5	622	657	10	667	22
3	1	108	351	489	62	940	242	169	37
1	14	23	74	261	120	633	7	767	7
8	0	193	12	20	217	205	334	1124	92
0	227	365	343	1	993	9	327	299	92
628	112	0	928	271	70	56	795	1274	4
82	77	767	50	426	116	211	540	1044	501
25	303	338	118	835	539	84	621	319	544
93	43	66	213	430	629	25	311	639	318
2	266	436	348	32	84	17	46	770	606
0	0	1	369	139	491	308	422	99	2815
147	325	12	348	108	424	1488	51	1122	739
226	7	519	420	139	536	41	353	34	365
8	11	1	154	75	91	722	448	693	1051
201	2	624	1	281	8	712	1378	214	547
391	95	561	391	24	686	921	111	147	1164
166	1	1	267	470	225	75	103	298	1214
1	26	554	0	525	5	326	659	205	806
75	16	3	21	291	143	582	743	138	973
51	367	467	194	41	367	579	615	95	1035
221	1	256	6	50	842	9	797	366	334
5	268	2	8	1088	618	761	849	1733	897
199	112	215	203	435	554	514	32	436	29
0	1	363	16	108	9	44	274	450	35
5	913	15	99	158	257	11	498	32	310
3	275	24	36	170	648	484	462	745	452
7	15	5	188	643	558	563	378	2	1259
3	10	41	425	254	356	0	921	6	1788
31	33	232	135	813	144	47	746	659	126
3	189	118	1923	437	10	256	1095	714	543
3	0	0	520	88	4	714	257	568	734
145	2	6	508	493	1121	149	57	342	109
11	127	118	408	578	777	870	309	324	968
35	0	202	271	53	44	15	2088	461	369
5	3	31	939	1063	1625	1256	195	1024	1199
231	7	524	38	211	672	458	821	84	47
344	394	133	322	3	490	112	1513	350	977
41	710	34	503	544	1170	1276	253	492	2910
21	17	10	3	43	775	616	520	470	495
3	16	12	1	608	517	9	603	4	423
132	88	1026	5	14	397	325	382	3922	580
1	195	656	70	617	852	792	1230	252	149
2	11	171	181	22	437	766	196	243	1148
161	35	26	2	6	488	341	168	991	957
18	457	225	6	467	68	303	291	159	415
0	549	6	182	189	0	135	24	1534	809
10	1	16	282	218	97	10	427	483	947
67	15	12	461	1961	31	603	69	468	6
4	6	88	460	7	393	946	545	1284	34
0	0	4	674	2	3	786	255	14	664
239	0	369	14	2030	630	158	267	947	957
1	1	23	510	381	307	213	461	607	22
15	141	1	181	20	23	50	229	1210	818
11	115	295	308	465	4	6	44	783	866
2	42	246	4	563	136	184	189	8	1322
74	62	337	284	290	213	307	2	421	748
100	1	171	297	296	498	655	233	734	32
5	6	20	135	326	7	477	144	463	936
2	228	548	716	5	631	22	623	1683	462
0	184	101	1508	191	13	278	1534	354	920
2	1	7	2244	22	132	253	323	796	1105
34	24	1	340	695	336	405	485	374	629
1	77	1451	317	3	1004	530	669	91	2068
0	293	3	477	527	101	143	663	381	1005
11	2	37	212	3	451	1784	1121	745	595
0	14	85	388	279	110	395	1818	934	38
0	719	2	948	36	643	885	11	84	752
233	0	450	35	1009	352	249	1003	461	279
87	8	229	553	29	113	240	2	1105	829
594	13	0	310	370	1	965	438	477	4
86	1	137	813	224	48	577	976	1070	295
3	316	499	505	126	258	1064	181	1806	110
80	180	7	261	254	560	62	1907	245	15
154	1	124	7	513	144	547	926	265	1779
13	4	430	621	4	347	35	92	469	319
10	5	26	211	9	864	1	525	496	888
2	0	320	157	439	28	129	487	288	5
10	212	198	447	249	377	262	531	451	865
0	54	15	23	509	290	1041	983	637	773
274	293	15	600	339	19	668	921	22	1307
18	280	1	29	906	519	1746	479	1457	62
0	186	19	15	292	219	38	2	1256	532
47	8	4	104	76	62	236	74	350	393
111	377	550	5	425	27	417	574	467	1045
74	4	426	195	276	585	167	292	21	672
0	14	358	494	336	76	307	43	944	3163
1	399	127	335	164	15	1110	265	862	247
2	46	552	1380	143	41	53	22	339	702
0	267	405	504	1	640	1329	39	1236	1807
330	265	735	40	642	205	458	400	62	968
0	0	8	128	639	14	694	2498	1456	909
165	6	7	216	68	247	34	269	1510	300
4	173	1063	184	904	53	334	339	1106	737
4	33	14	1082	238	371	27	208	467	697
75	93	196	243	168	66	899	715	86	708
3	38	25	15	209	403	866	254	867	14
51	53	0	404	263	879	1338	1528	784	648
79	263	127	3	227	54	501	494	552	5
252	216	171	25	431	52	7	21	352	585
248	53	481	805	288	728	40	647	329	789
0	1	138	4	637	1	258	1312	730	2787
579	0	8	5	652	746	15	37	21	81
195	2	570	169	580	409	138	16	148	2001
166	486	2007	7	1119	522	84	480	49	193
8	5	0	288	1511	488	511	1146	1006	65
6	8	240	407	264	960	981	412	517	822
1	189	234	492	59	897	789	1614	541	418
127	144	438	378	1050	91	57	109	275	325
1	120	0	496	402	336	596	32	468	673
10	3	121	1788	439	43	317	677	407	1277
201	244	218	254	118	130	118	24	436	491
2	129	15	35	207	958	486	561	376	118
6	2	543	259	407	564	746	348	692	586
2	1	34	677	34	0	103	264	832	3
68	155	121	2	408	439	1624	331	455	2405
2	177	2	1572	331	320	1428	726	1681	479
32	253	158	16	994	593	180	77	183	821
380	93	37	168	20	509	170	142	1743	949
131	171	322	47	150	740	772	616	407	464
1	154	383	886	34	48	488	690	6	101
13	317	153	2	723	792	657	918	4	1010
9	0	70	255	99	149	451	586	670	1389
2	262	34	505	22	268	165	903	633	3
233	17	1	671	132	3	694	817	1196	1200
113	9	510	855	279	302	82	709	579	450
4	13	193	230	163	1	177	571	623	1012
11	70	12	312	125	250	75	812	193	263
172	18	2	721	429	67	707	17	638	418
15	14	0	385	185	315	329	34	547	723
58	67	455	448	4	1615	639	428	1248	454
183	12	260	674	598	185	210	135	308	505
124	428	19	326	468	15	667	24	503	890
1	378	303	2	11	6	1048	15	71	60
4	31	50	222	112	49	24	698	622	134
30	185	153	385	607	1655	549	565	214	731
1	81	1695	12	220	1256	523	1067	415	35
44	383	437	5	1119	599	199	1042	1060	293
1	25	2	622	1838	552	244	57	169	1097
0	12	346	132	5	801	250	54	18	865
245	31	266	573	2	40	600	204	83	167
1	14	53	38	12	64	358	256	3349	365
197	203	255	3	367	40	130	371	212	489
2	198	51	1	95	350	55	165	488	98
262	452	20	27	0	35	992	469	531	968
119	39	38	1	388	654	160	228	110	623
14	22	160	847	63	2	615	506	815	4
164	12	19	1388	427	1564	825	248	1217	649
2	266	45	295	1196	949	524	11	466	292
455	396	10	292	11	560	276	429	4	4696
0	18	115	82	7	1062	499	120	297	1047
15	23	232	7	198	247	1142	549	956	1097
423	187	905	163	30	676	445	508	1131	1232
8	2	348	224	3	469	1522	463	177	1092
157	98	161	330	26	264	482	127	12	816
4	12	184	17	129	326	233	175	491	339
420	130	7	8	184	706	200	604	74	1292
4	1	141	8	17	690	9	423	1180	1999
77	342	8	203	0	774	277	82	256	469
529	1	215	261	4	442	735	1	179	311
3	8	197	10	245	0	381	843	67	2082
0	365	180	2	433	428	399	69	374	610
1	390	570	2342	847	44	987	419	800	1075
74	53	575	1769	159	145	189	485	204	1324
176	15	17	199	980	825	579	475	1009	1183
13	7	364	127	156	185	484	1227	480	3
135	142	3	770	11	37	262	532	786	33
0	40	166	282	464	4	742	404	10	5
1	427	2	442	949	396	19	338	1147	1005
328	248	10	918	14	88	4	346	6	529
4	483	18	1252	149	4	34	1070	951	1788
606	0	2	15	108	94	1368	80	6	863
12	72	155	4	335	63	152	283	212	856
7	712	121	1040	613	3	547	1	4	1322
197	1	1	511	440	25	264	580	347	7
6	15	378	293	372	819	532	451	704	32
0	88	413	4	228	588	1110	294	475	534
150	0	58	528	80	604	511	645	369	888
139	14	816	20	64	586	290	8	730	282
3	5	138	240	695	436	36	3140	267	266
4	30	850	54	107	3	560	96	100	866
13	298	45	15	924	601	663	782	659	1345
0	7	450	46	96	498	58	256	381	151
59	23	3	18	0	2	447	95	426	420
31	515	12	232	697	359	110	944	1117	2314
0	381	185	213	2	112	454	54	1568	547
0	332	857	436	856	14	518	770	9	672
56	68	13	710	16	532	8	148	935	836
0	15	444	307	49	1117	941	536	368	1466
29	2	316	6	67	104	91	2428	2	80
47	21	397	40	657	1649	1526	1193	246	60
1	44	250	22	23	16	10	44	790	786
0	254	103	654	320	1238	104	607	154	2038
3	32	1	67	21	645	428	2248	518	373
25	20	402	998	2621	45	369	207	698	1111
0	163	94	552	291	226	3417	1043	646	791
152	20	196	859	1126	97	602	541	321	763
0	238	3	137	11	398	81	563	818	1153
14	102	129	274	666	2	531	883	592	776
3	456	398	21	854	255	3	1213	53	323
68	248	597	36	131	374	84	4	5	129
245	57	345	156	173	313	1018	54	280	5
135	23	1	2	213	474	606	9	342	619
4	872	513	7	428	302	74	71	745	1638
170	382	8	116	68	379	499	2040	1867	3
160	362	97	440	72	334	933	544	5	447
347	150	359	632	178	77	19	403	33	1413
7	33	3	28	12	2031	1137	954	616	25
0	716	117	193	12	798	509	6	373	976
2	4	248	34	291	922	375	272	421	604
36	11	13	28	7	292	308	506	255	174
1	172	43	334	1093	423	266	344	5	553
212	205	80	354	151	140	1042	388	180	187
431	435	5	3	421	588	326	1196	2076	602
118	207	116	11	429	301	1017	391	79	1592
291	287	9	22	623	496	560	175	357	2129
76	176	2	313	53	515	7	1732	751	1051
190	153	101	2	687	3	786	415	276	1370
6	205	471	1	169	83	193	1038	1680	620
0	71	1049	493	467	183	90	710	5	635
77	4	2	158	87	2	670	134	335	920
132	147	3	425	267	282	19	1	230	3
4	6	10	566	3	497	173	45	13	849
122	112	343	38	306	121	197	166	566	521
1	604	14	468	5	287	1484	63	706	661
59	93	18	152	290	42	1	66	0	276
211	241	325	16	198	56	100	538	298	1338
37	0	295	409	27	4	433	369	1340	1007
0	1	202	75	423	458	178	306	662	862
9	1	228	0	1	57	565	482	617	110
5	25	549	461	878	446	5	81	189	4
55	11	979	436	5	24	1324	6	8	432
7	24	3	334	487	51	454	14	8	762
2	42	664	532	182	745	45	567	56	1424
9	5	226	1150	5	67	0	4	560	954
447	245	324	70	256	615	16	1127	181	28
0	4	520	236	1	39	66	10	24	1226
9	41	197	728	226	529	516	612	401	1768
50	288	689	274	224	407	451	509	288	705
0	167	1	78	82	422	502	771	1214	852
59	11	13	11	721	12	647	623	765	3
105	127	39	215	18	1	151	1251	941	3
1	0	174	919	58	214	1311	1238	328	588
99	3	0	2	345	409	836	148	395	1136
12	54	12	107	107	921	246	321	25	408
0	430	0	19	1709	1477	626	145	45	1305
130	322	483	1883	41	547	517	305	545	176
3	245	8	450	477	110	669	362	372	420
4	88	27	414	530	828	1704	3156	4	229
1	16	24	228	132	293	380	585	3	345
2	16	552	16	390	275	573	705	900	97
18	19	197	2	23	1537	516	655	947	1307
135	7	6	311	144	1156	344	248	600	487
5	10	428	163	424	842	40	516	49	649
0	1	29	565	21	3	364	4559	384	1023
1	1	498	500	180	323	17	476	383	570
1	36	128	368	857	622	758	605	638	449
1	97	610	462	372	72	542	698	908	401
406	87	242	305	23	129	325	714	817	717
12	369	4	587	361	36	214	213	702	806
6	32	454	280	791	452	1428	761	121	833
2	27	142	258	198	12	6	502	1	1886
161	293	57	0	579	442	235	563	576	798
2	367	120	614	3	80	58	54	874	238
1	61	100	377	116	2	937	1626	2803	62
103	504	408	991	696	65	728	7	217	124
8	35	273	253	1291	527	332	140	11	442
31	3	258	214	374	1804	595	716	70	5
193	53	502	283	1512	2	357	362	1587	1290
2	3	2	39	102	772	865	947	597	440
39	502	72	89	578	627	73	208	1113	2531
91	132	199	6	2	685	734	91	1	931
11	5	269	373	5	13	314	374	62	745
174	0	3	652	767	192	476	971	1319	749
270	224	2	251	516	329	209	52	564	584
57	24	39	404	202	316	1144	21	508	756
265	368	419	37	21	132	19	1215	1335	694
25	163	459	10	294	24	463	472	291	1362
0	784	380	20	608	15	2319	799	1257	251
16	604	1	2	477	257	651	717	824	766
80	163	2	584	2	16	23	229	304	16
5	28	6	29	491	457	4	1041	617	916
72	156	43	278	7	182	660	353	0	980
2	567	12	41	629	900	328	556	622	248
914	124	8	684	322	180	878	473	13	1423
0	7	19	1072	45	119	57	344	448	1794
5	317	273	1396	16	253	906	296	222	109
5	165	138	64	256	5	16	433	452	5
5	1	712	199	405	404	717	515	763	1525
